Elapsed_Time,Time (s),Distance [feet],Logger Temperature [∞F],AccelerometerX [g],AccelerometerY [g],AccelerometerZ [g],GyroX [deg/s],GyroY [deg/s],GyroZ [deg/s],Int Batt Voltage [V],RPM [rpm],BrakePressure_0 [bar],BrakePressure_1 [bar],GPS_Speed [mph],GPS_Nsat [#],GPS_LatAcc [g],GPS_LonAcc [g],GPS_Slope [deg],GPS_Heading [deg],GPS_Gyro [deg/s],GPS_Altitude [m],GPS_PosAccuracy [#],GPS_SpdAccuracy [#],GPS_Latitude [∞],GPS_Longitude [∞],GPS_Elevation [cm]
,0.86,43.81,60.8,-1.413,0.09,-0.638,-10.01,2.022,-41.37,3.673,0,3.442,1.088,34.046,18,-1.222,-0.128,-1.909,-72.382,-43.84,186.624,0.735,0.175,42.78545542,-86.09077241,189.07
,0.88,44.8,60.8,-1.402,0.094,-0.636,-9.865,2.07,-40.618,3.673,0,9.661,3.77,34.021,18,-1.179,-0.167,-1.871,-72.842,-42.456,186.616,0.737,0.173,42.78545575,-86.09077608,189.06
,0.9,45.85,60.8,-1.39,0.097,-0.634,-9.735,2.132,-39.857,3.673,0,16.19,6.587,33.995,18,-1.135,-0.207,-1.831,-73.326,-41.002,186.607,0.739,0.17,42.78545609,-86.09077993,189.05
,0.92,46.83,60.8,-1.378,0.1,-0.632,-9.616,2.209,-39.138,3.673,0,24.076,9.369,33.877,18,-1.042,-0.25,-1.793,-73.666,-37.751,186.6,0.74,0.17,42.78545634,-86.09078357,189.04
,0.94,47.81,60.8,-1.365,0.103,-0.63,-9.481,2.308,-38.345,3.673,0,32.517,12.184,33.728,18,-0.933,-0.296,-1.754,-73.967,-33.878,186.593,0.74,0.17,42.78545659,-86.0907872,189.03
,0.96,48.78,60.8,-1.35,0.105,-0.628,-9.319,2.439,-37.473,3.673,0,39.259,14.464,33.579,18,-0.823,-0.341,-1.715,-74.267,-30.005,186.586,0.74,0.17,42.78545683,-86.09079082,189.03
,0.98,49.8,60.8,-1.331,0.108,-0.628,-9.127,2.615,-36.451,3.673,0,40.981,15.176,33.422,18,-0.709,-0.389,-1.674,-74.582,-25.938,186.579,0.74,0.17,42.78545705,-86.09079458,189.02
,1,50.78,60.8,-1.31,0.113,-0.63,-8.924,2.819,-35.363,3.673,0,42.621,15.853,33.273,18,-0.599,-0.434,-1.635,-74.882,-22.065,186.572,0.74,0.17,42.78545727,-86.09079816,189.01
,1.02,51.73,60.8,-1.285,0.119,-0.634,-8.699,3.058,-34.167,3.673,0,42.474,15.741,33.054,18,-0.472,-0.458,-1.646,-75.045,-17.29,186.565,0.74,0.167,42.78545748,-86.09080167,189.01
,1.04,52.67,60.8,-1.255,0.129,-0.64,-8.453,3.336,-32.835,3.674,0,41.88,15.43,32.818,18,-0.341,-0.477,-1.67,-75.173,-12.289,186.559,0.74,0.163,42.7854577,-86.09080518,189
,1.06,53.66,60.8,-1.218,0.144,-0.649,-8.17,3.67,-31.275,3.674,0,40.198,14.649,32.57,18,-0.204,-0.497,-1.696,-75.308,-7.038,186.553,0.74,0.159,42.78545795,-86.09080882,189
,1.08,54.6,60.8,-1.175,0.162,-0.661,-7.863,4.021,-29.626,3.674,0,36.582,13.039,32.334,18,-0.072,-0.515,-1.72,-75.437,-2.037,186.547,0.74,0.155,42.78545821,-86.09081225,188.99
,1.1,55.54,60.8,-1.124,0.186,-0.677,-7.508,4.386,-27.821,3.674,0,32.965,11.428,32.098,18,0.059,-0.534,-1.744,-75.565,2.963,186.54,0.74,0.151,42.78545848,-86.09081567,188.98
,1.12,56.45,60.8,-1.065,0.213,-0.694,-7.095,4.747,-25.868,3.674,0,27.052,8.966,31.851,18,0.159,-0.516,-1.755,-75.537,7.029,186.522,0.738,0.148,42.78545881,-86.09081903,188.96
,1.14,57.39,60.8,-0.995,0.246,-0.715,-6.592,5.11,-23.672,3.674,0,20.418,6.222,31.591,18,0.259,-0.49,-1.765,-75.48,11.125,186.501,0.736,0.146,42.78545916,-86.09082255,188.94
,1.16,58.3,60.8,-0.923,0.28,-0.736,-6.042,5.44,-21.451,3.674,0,15.854,4.33,31.342,18,0.355,-0.465,-1.774,-75.425,15.026,186.481,0.734,0.144,42.78545955,-86.09082587,188.92
,1.18,59.2,60.8,-0.844,0.317,-0.759,-5.429,5.754,-19.111,3.674,0,13.921,3.517,31.093,18,0.45,-0.441,-1.783,-75.37,18.926,186.461,0.732,0.142,42.78545996,-86.09082917,188.9
,1.2,60.11,60.8,-0.759,0.354,-0.783,-4.765,6.045,-16.671,3.674,0,11.989,2.705,30.845,18,0.545,-0.416,-1.792,-75.315,22.827,186.441,0.73,0.14,42.78546039,-86.09083247,188.88
,1.22,60.99,60.8,-0.667,0.392,-0.808,-4.062,6.301,-14.145,3.674,0,8.498,1.514,30.697,18,0.6,-0.377,-1.815,-75.068,25.148,186.429,0.728,0.14,42.7854609,-86.09083572,188.87
,1.24,61.92,60.8,-0.567,0.436,-0.834,-3.299,6.521,-11.405,3.674,0,4.651,0.218,30.553,18,0.654,-0.333,-1.84,-74.786,27.4,186.417,0.726,0.14,42.78546143,-86.09083914,188.85
,1.26,62.81,60.8,-0.419,0.481,-0.87,-2.203,6.743,-7.426,3.674,0,2.293,-0.545,30.417,18,0.705,-0.292,-1.864,-74.518,29.545,186.406,0.724,0.14,42.78546199,-86.09084238,188.84
,1.28,63.69,60.8,-0.314,0.517,-0.893,-1.43,6.832,-4.59,3.674,0,1.533,-0.732,30.28,18,0.756,-0.251,-1.888,-74.25,31.69,186.394,0.722,0.14,42.78546259,-86.0908456,188.83
,1.3,64.57,60.8,-0.211,0.543,-0.915,-0.665,6.866,-1.781,3.674,0,0.773,-0.918,30.143,18,0.807,-0.21,-1.912,-73.982,33.836,186.383,0.72,0.14,42.78546319,-86.09084883,188.82
,1.32,65.5,60.8,-0.103,0.563,-0.937,0.153,6.855,1.19,3.675,0,0.524,-0.964,30.099,18,0.837,-0.184,-1.949,-73.469,34.924,186.378,0.722,0.142,42.7854639,-86.09085218,188.82
,1.34,66.37,60.8,-0.002,0.576,-0.956,0.945,6.801,4.019,3.675,0,0.314,-1,30.062,18,0.864,-0.16,-1.985,-72.969,35.905,186.374,0.724,0.144,42.78546457,-86.09085538,188.81
,1.36,67.25,60.8,0.098,0.581,-0.975,1.742,6.719,6.828,3.675,0,0.003,-1.052,30.025,18,0.892,-0.135,-2.02,-72.47,36.886,186.37,0.726,0.146,42.7854653,-86.09085855,188.81
,1.38,68.13,60.8,0.195,0.575,-0.993,2.529,6.598,9.584,3.675,0,-0.408,-1.119,29.987,18,0.92,-0.111,-2.056,-71.97,37.866,186.366,0.728,0.148,42.78546606,-86.09086171,188.81
,1.4,69.05,60.8,0.295,0.559,-1.013,3.318,6.436,12.41,3.676,0,-0.816,-1.178,29.949,18,0.949,-0.088,-2.092,-71.433,38.903,186.361,0.73,0.15,42.78546688,-86.09086501,188.8
,1.42,69.93,60.8,0.386,0.537,-1.03,4.013,6.246,14.998,3.676,0,-0.765,-1.01,29.937,18,0.979,-0.096,-2.113,-70.695,40.017,186.359,0.73,0.156,42.78546772,-86.09086812,188.8
,1.44,70.81,60.8,0.472,0.508,-1.047,4.627,6.019,17.46,3.676,0,-0.714,-0.843,29.925,18,1.01,-0.105,-2.133,-69.958,41.131,186.357,0.73,0.162,42.78546856,-86.09087123,188.8
,1.46,71.68,60.8,0.553,0.474,-1.061,5.141,5.768,19.812,3.677,0,-0.667,-0.776,29.912,18,1.041,-0.113,-2.154,-69.22,42.245,186.355,0.73,0.168,42.78546948,-86.09087428,188.8
,1.48,72.6,60.8,0.632,0.434,-1.075,5.557,5.479,22.129,3.677,0,-0.621,-0.793,29.899,18,1.073,-0.122,-2.176,-68.445,43.414,186.353,0.73,0.175,42.78547046,-86.09087747,188.8
,1.5,73.48,60.8,0.701,0.394,-1.086,5.839,5.193,24.193,3.677,0,-0.585,-0.808,29.877,18,1.105,-0.132,-2.195,-67.688,44.603,186.349,0.73,0.181,42.78547143,-86.09088047,188.79
,1.52,74.34,60.8,0.765,0.356,-1.093,6.018,4.904,26.12,3.677,0,-0.625,-0.822,29.765,18,1.149,-0.154,-2.198,-66.759,46.469,186.335,0.728,0.187,42.78547247,-86.09088342,188.77
,1.54,75.2,60.8,0.823,0.319,-1.099,6.113,4.607,27.937,3.678,0,-0.664,-0.835,29.653,18,1.192,-0.177,-2.201,-65.831,48.334,186.32,0.726,0.193,42.78547352,-86.09088636,188.75
,1.56,76.1,60.8,0.879,0.282,-1.102,6.154,4.296,29.729,3.678,0,-0.682,-0.838,29.536,18,1.238,-0.201,-2.205,-64.857,50.293,186.305,0.724,0.199,42.7854747,-86.09088935,188.74
,1.58,76.96,60.8,0.928,0.249,-1.102,6.165,4.003,31.359,3.678,0,-0.685,-0.836,29.424,18,1.282,-0.224,-2.208,-63.929,52.159,186.29,0.722,0.205,42.78547584,-86.09089217,188.73
,1.6,77.82,60.8,0.971,0.219,-1.101,6.175,3.713,32.916,3.678,0,-0.69,-0.832,29.312,18,1.325,-0.245,-2.207,-62.982,54.076,186.276,0.72,0.21,42.78547702,-86.09089495,188.72
,1.62,78.67,60.8,1.011,0.19,-1.1,6.205,3.428,34.438,3.679,0,-0.713,-0.825,29.2,18,1.37,-0.254,-2.18,-61.935,56.29,186.266,0.72,0.212,42.78547828,-86.09089765,188.71
,1.64,79.51,60.8,1.049,0.161,-1.1,6.292,3.129,36.007,3.679,0,-0.735,-0.817,29.088,18,1.414,-0.263,-2.152,-60.888,58.504,186.257,0.72,0.214,42.78547953,-86.09090035,188.7
,1.66,80.4,60.8,1.097,0.132,-1.1,6.501,2.733,38.106,3.679,0,-0.756,-0.831,28.971,18,1.461,-0.272,-2.123,-59.788,60.829,186.246,0.72,0.216,42.78548093,-86.09090306,188.69
,1.68,81.24,60.8,1.127,0.111,-1.102,6.709,2.484,39.487,3.68,0,-0.775,-0.854,28.859,18,1.505,-0.281,-2.096,-58.741,63.043,186.237,0.72,0.218,42.78548228,-86.09090562,188.68
,1.7,82.08,60.8,1.156,0.096,-1.106,6.963,2.251,40.821,3.68,0,-0.774,-0.871,28.747,18,1.546,-0.285,-2.062,-57.681,65.126,186.227,0.72,0.222,42.78548368,-86.09090812,188.67
,1.72,82.91,60.8,1.184,0.085,-1.112,7.251,2.035,42.106,3.68,0,-0.694,-0.861,28.635,18,1.573,-0.268,-2.005,-56.572,66.684,186.217,0.72,0.232,42.78548513,-86.09091054,188.66
,1.74,83.78,60.8,1.215,0.077,-1.121,7.577,1.82,43.382,3.68,0,-0.61,-0.85,28.518,18,1.6,-0.25,-1.945,-55.407,68.32,186.206,0.72,0.242,42.78548666,-86.09091309,188.65
,1.76,84.6,60.8,1.245,0.073,-1.131,7.896,1.614,44.523,3.681,0,-0.612,-0.855,28.406,18,1.626,-0.233,-1.888,-54.298,69.879,186.195,0.72,0.252,42.78548822,-86.09091537,188.64
,1.78,85.43,60.8,1.276,0.073,-1.143,8.217,1.401,45.597,3.681,0,-0.641,-0.865,28.294,18,1.653,-0.216,-1.83,-53.188,71.437,186.185,0.72,0.262,42.78548977,-86.09091765,188.63
,1.8,86.26,60.8,1.307,0.077,-1.155,8.538,1.174,46.593,3.681,0,-0.641,-0.87,28.189,18,1.671,-0.195,-1.78,-52.071,72.614,186.174,0.72,0.271,42.78549138,-86.09091986,188.62
,1.82,87.11,60.8,1.337,0.084,-1.168,8.881,0.925,47.554,3.682,0,-0.552,-0.86,28.097,18,1.666,-0.16,-1.75,-50.87,72.648,186.161,0.723,0.278,42.78549312,-86.0909221,188.6
,1.84,87.93,60.8,1.364,0.093,-1.179,9.214,0.683,48.39,3.682,0,-0.467,-0.85,28.01,18,1.661,-0.127,-1.722,-49.726,72.68,186.149,0.725,0.284,42.78549478,-86.09092424,188.59
,1.86,88.74,60.8,1.389,0.102,-1.191,9.552,0.446,49.153,3.682,0,-0.526,-0.856,27.923,18,1.657,-0.094,-1.693,-48.583,72.712,186.136,0.727,0.29,42.78549654,-86.09092624,188.58
,1.88,89.56,60.8,1.411,0.112,-1.203,9.898,0.219,49.852,3.682,0,-0.621,-0.866,27.836,18,1.652,-0.06,-1.664,-47.439,72.744,186.124,0.729,0.296,42.7854983,-86.09092824,188.56
,1.9,90.41,60.8,1.433,0.122,-1.215,10.266,-0.012,50.514,3.683,0,-0.691,-0.865,27.793,18,1.635,-0.028,-1.647,-46.231,72.11,186.111,0.731,0.301,42.78550021,-86.09093027,188.55
,1.92,91.24,60.8,1.451,0.13,-1.227,10.611,-0.229,51.065,3.683,0,-0.701,-0.844,27.842,18,1.596,-0.004,-1.657,-45.067,70.236,186.102,0.733,0.303,42.78550206,-86.09093215,188.54
,1.94,92.06,60.8,1.468,0.137,-1.238,10.945,-0.444,51.542,3.683,0,-0.711,-0.822,27.892,18,1.558,0.02,-1.666,-43.902,68.361,186.092,0.735,0.305,42.78550392,-86.09093402,188.53
,1.96,92.88,60.8,1.483,0.144,-1.25,11.261,-0.654,51.953,3.683,0,-0.707,-0.79,27.942,18,1.519,0.045,-1.675,-42.738,66.486,186.082,0.737,0.307,42.78550586,-86.09093577,188.52
,1.98,93.74,60.8,1.497,0.15,-1.262,11.566,-0.866,52.299,3.684,0,-0.699,-0.755,27.994,18,1.478,0.07,-1.685,-41.516,64.518,186.072,0.739,0.309,42.78550789,-86.0909376,188.51
,2,94.57,60.8,1.509,0.155,-1.273,11.827,-1.06,52.555,3.684,0,-0.699,-0.745,28.039,18,1.439,0.085,-1.692,-40.354,62.615,186.064,0.74,0.306,42.78550987,-86.09093928,188.51
,2.02,95.39,60.8,1.523,0.159,-1.288,12.099,-1.292,52.774,3.684,0,-0.707,-0.771,28.076,18,1.397,0.086,-1.698,-39.197,60.672,186.059,0.74,0.296,42.78551188,-86.09094091,188.5
,2.04,96.22,60.8,1.535,0.161,-1.304,12.361,-1.551,52.919,3.685,0,-0.716,-0.797,28.113,18,1.356,0.087,-1.704,-38.039,58.729,186.055,0.74,0.286,42.7855139,-86.09094252,188.5
,2.06,97.05,60.8,1.543,0.16,-1.316,12.528,-1.765,52.937,3.685,0,-0.662,-0.795,28.151,18,1.315,0.087,-1.71,-36.882,56.785,186.05,0.74,0.276,42.78551596,-86.09094403,188.49
,2.08,97.92,60.8,1.549,0.157,-1.327,12.666,-2.003,52.923,3.685,0,-0.598,-0.789,28.19,18,1.272,0.088,-1.716,-35.667,54.744,186.046,0.74,0.265,42.78551812,-86.09094562,188.49
,2.1,98.75,60.8,1.553,0.15,-1.336,12.761,-2.242,52.849,3.685,0,-0.598,-0.776,28.221,18,1.241,0.085,-1.712,-34.525,53.343,186.042,0.74,0.259,42.78552021,-86.09094705,188.48
,2.12,99.58,60.8,1.553,0.141,-1.344,12.815,-2.49,52.709,3.686,0,-0.674,-0.756,28.246,18,1.221,0.077,-1.699,-33.402,52.605,186.04,0.74,0.257,42.78552231,-86.09094843,188.48
,2.14,100.41,60.8,1.551,0.13,-1.35,12.81,-2.738,52.539,3.686,0,-0.75,-0.735,28.271,18,1.202,0.069,-1.685,-32.279,51.867,186.037,0.74,0.255,42.78552442,-86.09094979,188.48
,2.16,101.28,60.8,1.545,0.116,-1.354,12.742,-2.988,52.327,3.686,0,-0.732,-0.761,28.297,18,1.182,0.06,-1.671,-31.1,51.093,186.035,0.74,0.253,42.78552667,-86.09095111,188.48
,2.18,102.11,60.8,1.537,0.103,-1.354,12.617,-3.206,52.078,3.687,0,-0.71,-0.787,28.322,18,1.163,0.052,-1.657,-29.977,50.355,186.032,0.74,0.251,42.78552881,-86.09095236,188.47
,2.2,102.95,60.8,1.527,0.088,-1.352,12.429,-3.394,51.781,3.687,0,-0.687,-0.801,28.347,18,1.149,0.049,-1.651,-28.889,49.88,186.029,0.74,0.25,42.78553097,-86.09095352,188.47
,2.22,103.78,60.8,1.516,0.074,-1.348,12.187,-3.543,51.452,3.687,0,-0.662,-0.804,28.372,18,1.139,0.05,-1.653,-27.837,49.669,186.026,0.74,0.25,42.78553315,-86.09095463,188.46
,2.24,104.66,60.8,1.502,0.06,-1.341,11.896,-3.655,51.075,3.687,0,-0.64,-0.808,28.398,18,1.13,0.051,-1.656,-26.733,49.448,186.022,0.74,0.25,42.78553545,-86.09095577,188.46
,2.26,105.49,60.8,1.489,0.049,-1.333,11.598,-3.716,50.716,3.688,0,-0.697,-0.818,28.423,18,1.12,0.053,-1.658,-25.681,49.237,186.019,0.74,0.25,42.78553766,-86.09095676,188.46
,2.28,106.33,60.8,1.474,0.038,-1.324,11.302,-3.734,50.355,3.688,0,-0.753,-0.828,28.448,18,1.111,0.054,-1.66,-24.629,49.026,186.015,0.74,0.25,42.78553987,-86.09095774,188.46
,2.3,107.16,60.8,1.458,0.027,-1.315,11.025,-3.715,49.98,3.688,0,-0.757,-0.831,28.472,18,1.096,0.062,-1.658,-23.627,48.518,186.012,0.74,0.246,42.78554211,-86.09095864,188.45
,2.32,108.05,60.8,1.442,0.016,-1.306,10.761,-3.664,49.586,3.688,0,-0.716,-0.826,28.499,18,1.076,0.077,-1.65,-22.619,47.729,186.01,0.74,0.237,42.78554447,-86.09095955,188.45
