Elapsed_Time,Time (s),Distance [feet],Logger Temperature [∞F],AccelerometerX [g],AccelerometerY [g],AccelerometerZ [g],GyroX [deg/s],GyroY [deg/s],GyroZ [deg/s],Int Batt Voltage [V],RPM [rpm],BrakePressure_0 [bar],BrakePressure_1 [bar],GPS_Speed [mph],GPS_Nsat [#],GPS_LatAcc [g],GPS_LonAcc [g],GPS_Slope [deg],GPS_Heading [deg],GPS_Gyro [deg/s],GPS_Altitude [m],GPS_PosAccuracy [#],GPS_SpdAccuracy [#],GPS_Latitude [∞],GPS_Longitude [∞],GPS_Elevation [cm]
,0.44,21.82,63.734,-1.19,0.552,-0.641,-10.869,0.593,-42.022,3.683,0,-0.721,-0.749,33.437,18,-1.492,-0.221,-2.446,-56.497,-54.273,186.827,0.74,0.208,42.78543794,-86.09069273,189.27
,0.46,22.79,63.731,-1.205,0.547,-0.635,-11.048,0.591,-42.426,3.682,0,-0.722,-0.702,33.325,18,-1.499,-0.227,-2.419,-57.439,-54.887,186.814,0.74,0.206,42.78543915,-86.09069589,189.25
,0.48,23.76,63.729,-1.222,0.538,-0.628,-11.228,0.599,-42.8,3.682,0,-0.748,-0.699,33.213,18,-1.507,-0.232,-2.391,-58.381,-55.501,186.802,0.74,0.204,42.7854403,-86.09069908,189.24
,0.5,24.73,63.726,-1.238,0.527,-0.622,-11.399,0.623,-43.143,3.682,0,-0.794,-0.731,33.101,18,-1.515,-0.238,-2.364,-59.323,-56.116,186.789,0.74,0.202,42.78544138,-86.09070229,189.23
,0.52,25.69,63.724,-1.255,0.514,-0.616,-11.554,0.661,-43.485,3.682,0,-0.836,-0.763,32.989,18,-1.522,-0.242,-2.334,-60.261,-56.697,186.776,0.74,0.2,42.78544246,-86.09070551,189.22
,0.54,26.65,63.721,-1.27,0.499,-0.612,-11.695,0.704,-43.797,3.682,0,-0.79,-0.794,32.877,18,-1.514,-0.216,-2.27,-61.132,-56.656,186.765,0.74,0.2,42.78544342,-86.09070878,189.21
,0.56,27.6,63.719,-1.286,0.484,-0.608,-11.827,0.745,-44.076,3.682,0,-0.743,-0.824,32.766,18,-1.506,-0.191,-2.206,-62.003,-56.615,186.753,0.74,0.2,42.78544437,-86.09071206,189.19
,0.58,28.55,63.716,-1.301,0.468,-0.605,-11.943,0.782,-44.323,3.682,0,-0.748,-0.812,32.654,18,-1.498,-0.166,-2.142,-62.874,-56.573,186.741,0.74,0.2,42.78544527,-86.09071537,189.18
,0.6,29.5,63.714,-1.316,0.453,-0.603,-12.044,0.82,-44.507,3.682,0,-0.796,-0.766,32.542,18,-1.49,-0.141,-2.078,-63.745,-56.532,186.73,0.74,0.2,42.78544611,-86.09071872,189.17
,0.62,30.45,63.711,-1.33,0.438,-0.602,-12.137,0.863,-44.631,3.682,0,-0.842,-0.724,32.435,18,-1.481,-0.115,-2.016,-64.61,-56.449,186.718,0.74,0.2,42.78544695,-86.09072206,189.16
,0.64,31.4,63.708,-1.343,0.422,-0.601,-12.206,0.914,-44.755,3.681,0,-0.856,-0.754,32.423,18,-1.457,-0.084,-2,-65.366,-55.564,186.711,0.74,0.196,42.78544768,-86.09072547,189.15
,0.66,32.35,63.704,-1.355,0.406,-0.601,-12.251,0.977,-44.816,3.681,0,-0.87,-0.785,32.41,18,-1.434,-0.053,-1.984,-66.122,-54.679,186.704,0.74,0.192,42.78544842,-86.09072888,189.14
,0.68,33.3,63.701,-1.365,0.39,-0.602,-12.273,1.054,-44.845,3.681,0,-0.834,-0.782,32.398,18,-1.41,-0.022,-1.968,-66.879,-53.795,186.697,0.74,0.188,42.7854491,-86.09073232,189.14
,0.7,34.25,63.698,-1.372,0.374,-0.604,-12.247,1.144,-44.845,3.681,0,-0.756,-0.751,32.385,18,-1.386,0.009,-1.952,-67.635,-52.91,186.69,0.74,0.184,42.78544974,-86.09073579,189.13
,0.72,35.2,63.695,-1.379,0.356,-0.607,-12.19,1.243,-44.844,3.681,0,-0.685,-0.724,32.375,18,-1.361,0.039,-1.938,-68.384,-51.995,186.683,0.74,0.18,42.78545037,-86.09073925,189.12
,0.74,36.15,63.691,-1.384,0.338,-0.611,-12.087,1.343,-44.811,3.681,0,-0.732,-0.755,32.413,18,-1.323,0.048,-1.963,-68.996,-50.501,186.677,0.74,0.18,42.78545092,-86.09074276,189.12
,0.76,37.11,63.688,-1.388,0.32,-0.614,-11.952,1.441,-44.749,3.681,0,-0.779,-0.786,32.45,18,-1.285,0.057,-1.988,-69.608,-49.006,186.671,0.74,0.18,42.78545147,-86.09074627,189.11
,0.78,38.06,63.685,-1.391,0.303,-0.619,-11.78,1.542,-44.682,3.681,0,-0.809,-0.8,32.487,18,-1.247,0.066,-2.013,-70.22,-47.512,186.665,0.74,0.18,42.78545197,-86.0907498,189.11
,0.8,39.02,63.681,-1.392,0.285,-0.623,-11.583,1.653,-44.521,3.68,0,-0.824,-0.801,32.524,18,-1.208,0.075,-2.038,-70.832,-46.018,186.66,0.74,0.18,42.78545242,-86.09075334,189.1
,0.82,39.98,63.678,-1.393,0.267,-0.628,-11.356,1.78,-44.299,3.68,0,-0.837,-0.804,32.561,18,-1.169,0.082,-2.061,-71.435,-44.463,186.654,0.74,0.18,42.78545288,-86.09075688,189.1
,0.84,40.93,63.675,-1.39,0.249,-0.632,-11.129,1.921,-44.014,3.68,0,-0.803,-0.834,32.586,18,-1.098,0.063,-2.024,-71.877,-41.768,186.647,0.74,0.178,42.78545326,-86.09076043,189.09
,0.86,41.89,63.671,-1.386,0.23,-0.636,-10.887,2.07,-43.633,3.68,0,-0.77,-0.864,32.611,18,-1.028,0.043,-1.987,-72.32,-39.073,186.64,0.74,0.176,42.78545363,-86.09076399,189.08
,0.88,42.85,63.668,-1.38,0.213,-0.64,-10.653,2.218,-43.16,3.68,0,-0.651,-0.831,32.636,18,-0.957,0.023,-1.951,-72.762,-36.378,186.633,0.74,0.174,42.78545398,-86.09076755,189.08
,0.9,43.81,63.665,-1.372,0.196,-0.644,-10.418,2.366,-42.592,3.68,0,-0.464,-0.745,32.661,18,-0.887,0.003,-1.914,-73.204,-33.683,186.626,0.74,0.172,42.78545429,-86.09077111,189.07
,0.92,44.77,63.661,-1.36,0.181,-0.647,-10.184,2.513,-41.931,3.68,0,-0.088,-0.569,32.683,18,-0.815,-0.018,-1.877,-73.638,-30.916,186.618,0.74,0.17,42.78545461,-86.09077467,189.06
,0.94,45.72,63.658,-1.346,0.167,-0.65,-9.941,2.664,-41.146,3.68,0,3.867,1.337,32.658,18,-0.707,-0.052,-1.844,-73.897,-26.786,186.611,0.74,0.166,42.78545488,-86.09077823,189.05
,0.96,46.68,63.655,-1.33,0.154,-0.652,-9.698,2.823,-40.296,3.68,0,7.821,3.243,32.633,18,-0.599,-0.086,-1.811,-74.156,-22.656,186.603,0.74,0.162,42.78545515,-86.09078178,189.04
,0.98,47.63,63.651,-1.312,0.142,-0.654,-9.439,3,-39.319,3.68,0,12.731,4.772,32.608,18,-0.491,-0.121,-1.778,-74.415,-18.526,186.595,0.74,0.158,42.78545542,-86.09078532,189.03
,1,48.59,63.648,-1.29,0.131,-0.657,-9.156,3.205,-38.19,3.68,0,18.422,5.995,32.583,18,-0.383,-0.155,-1.745,-74.674,-14.396,186.588,0.74,0.154,42.78545569,-86.09078886,189.03
,1.02,49.54,63.645,-1.262,0.121,-0.663,-8.832,3.436,-36.922,3.68,0,23.905,7.193,32.554,18,-0.275,-0.188,-1.713,-74.923,-10.256,186.58,0.74,0.15,42.78545596,-86.09079239,189.02
,1.04,50.48,63.642,-1.213,0.111,-0.675,-8.292,3.799,-34.745,3.68,0,25.411,7.937,32.429,18,-0.162,-0.211,-1.724,-74.989,-5.91,186.575,0.74,0.148,42.78545625,-86.0907959,189.01
,1.06,51.42,63.638,-1.175,0.105,-0.686,-7.876,4.072,-33.048,3.68,0,26.917,8.681,32.305,18,-0.049,-0.233,-1.734,-75.056,-1.565,186.57,0.74,0.146,42.78545655,-86.0907994,189.01
,1.08,52.35,63.635,-1.13,0.102,-0.699,-7.412,4.376,-31.171,3.68,0,25.889,8.339,32.181,18,0.063,-0.255,-1.744,-75.122,2.78,186.564,0.74,0.144,42.78545687,-86.09080288,189
,1.1,53.29,63.632,-1.078,0.103,-0.717,-6.903,4.713,-29.09,3.68,0,22.789,7.107,32.057,18,0.176,-0.278,-1.755,-75.189,7.126,186.559,0.74,0.142,42.78545722,-86.09080634,189
,1.12,54.23,63.628,-1.018,0.108,-0.737,-6.348,5.073,-26.8,3.68,0,19.689,5.876,31.931,18,0.287,-0.299,-1.765,-75.245,11.432,186.553,0.74,0.14,42.78545757,-86.0908098,189
,1.14,55.14,63.625,-0.95,0.114,-0.76,-5.75,5.433,-24.33,3.679,0,16.583,4.647,31.782,18,0.375,-0.296,-1.779,-75.115,14.988,186.537,0.74,0.14,42.78545799,-86.09081321,188.98
,1.16,56.06,63.622,-0.874,0.123,-0.785,-5.116,5.782,-21.69,3.679,0,13.477,3.418,31.633,18,0.463,-0.293,-1.793,-74.984,18.545,186.52,0.74,0.14,42.78545841,-86.09081662,188.96
,1.18,56.97,63.618,-0.791,0.135,-0.812,-4.452,6.117,-18.903,3.679,0,10.411,2.265,31.484,18,0.551,-0.29,-1.806,-74.853,22.102,186.504,0.74,0.14,42.78545888,-86.09082,188.94
,1.2,57.89,63.615,-0.7,0.152,-0.842,-3.745,6.436,-15.923,3.679,0,7.376,1.176,31.335,18,0.639,-0.287,-1.82,-74.723,25.659,186.487,0.74,0.14,42.7854594,-86.09082335,188.93
,1.22,58.8,63.612,-0.558,0.17,-0.885,-2.692,6.826,-11.472,3.679,0,4.429,0.122,31.187,18,0.725,-0.283,-1.834,-74.582,29.146,186.471,0.74,0.14,42.78545991,-86.09082671,188.91
,1.24,59.7,63.608,-0.456,0.186,-0.914,-1.963,7.014,-8.369,3.679,0,3.149,-0.257,31.075,18,0.778,-0.267,-1.859,-74.245,31.3,186.46,0.74,0.14,42.78546052,-86.09083001,188.9
,1.26,60.6,63.605,-0.351,0.199,-0.942,-1.228,7.144,-5.246,3.679,0,1.869,-0.635,30.964,18,0.831,-0.25,-1.883,-73.908,33.455,186.448,0.74,0.14,42.78546114,-86.09083331,188.89
,1.28,61.5,63.602,-0.245,0.211,-0.97,-0.497,7.215,-2.129,3.679,0,1.022,-0.858,30.852,18,0.884,-0.233,-1.907,-73.571,35.609,186.437,0.74,0.14,42.7854618,-86.09083658,188.88
,1.3,62.4,63.599,-0.138,0.221,-0.995,0.226,7.228,0.958,3.679,0,0.529,-0.953,30.74,18,0.937,-0.216,-1.931,-73.234,37.763,186.425,0.74,0.14,42.78546252,-86.09083983,188.87
,1.32,63.29,63.595,-0.031,0.227,-1.02,0.939,7.178,4,3.679,0,0.04,-1.048,30.631,18,0.989,-0.2,-1.955,-72.886,39.862,186.414,0.74,0.14,42.78546323,-86.09084307,188.86
,1.34,64.18,63.592,0.075,0.232,-1.042,1.64,7.061,6.972,3.679,0,-0.35,-1.138,30.581,18,1.015,-0.19,-1.98,-72.329,40.912,186.41,0.74,0.14,42.78546404,-86.09084627,188.85
,1.36,65.08,63.589,0.178,0.234,-1.061,2.326,6.883,9.858,3.679,0,-0.74,-1.229,30.532,18,1.042,-0.18,-2.005,-71.773,41.962,186.405,0.74,0.14,42.78546485,-86.09084946,188.84
,1.38,65.97,63.585,0.278,0.233,-1.079,2.995,6.659,12.648,3.679,0,-0.855,-1.158,30.482,18,1.068,-0.171,-2.03,-71.216,43.011,186.401,0.74,0.14,42.78546571,-86.09085263,188.84
,1.4,66.86,63.582,0.373,0.227,-1.093,3.635,6.404,15.33,3.679,0,-0.745,-0.955,30.432,18,1.095,-0.161,-2.056,-70.659,44.061,186.396,0.74,0.14,42.78546661,-86.09085577,188.84
,1.42,67.75,63.579,0.466,0.218,-1.107,4.23,6.13,17.887,3.679,0,-0.642,-0.766,30.381,18,1.121,-0.152,-2.08,-70.091,45.069,186.392,0.74,0.14,42.78546752,-86.09085891,188.83
,1.44,68.63,63.575,0.553,0.207,-1.119,4.765,5.84,20.301,3.679,0,-0.656,-0.829,30.307,18,1.129,-0.159,-2.098,-69.311,45.284,186.387,0.74,0.146,42.78546851,-86.09086198,188.83
,1.46,69.51,63.572,0.637,0.196,-1.128,5.222,5.531,22.574,3.679,0,-0.671,-0.891,30.232,18,1.137,-0.167,-2.115,-68.532,45.5,186.383,0.74,0.152,42.7854695,-86.09086506,188.83
,1.48,70.39,63.569,0.715,0.184,-1.135,5.596,5.206,24.708,3.679,0,-0.644,-0.902,30.158,18,1.145,-0.174,-2.132,-67.753,45.715,186.379,0.74,0.158,42.78547053,-86.09086809,188.82
,1.5,71.27,63.565,0.788,0.174,-1.14,5.881,4.874,26.701,3.679,0,-0.583,-0.871,30.083,18,1.153,-0.181,-2.149,-66.974,45.931,186.374,0.74,0.164,42.7854716,-86.09087108,188.82
,1.52,72.15,63.562,0.854,0.167,-1.142,6.081,4.547,28.554,3.679,0,-0.529,-0.842,30.007,18,1.162,-0.189,-2.167,-66.186,46.163,186.369,0.74,0.17,42.78547267,-86.09087407,188.81
,1.54,73.01,63.559,0.915,0.165,-1.142,6.214,4.231,30.284,3.679,0,-0.624,-0.857,29.895,18,1.174,-0.209,-2.198,-65.228,46.708,186.353,0.74,0.176,42.78547381,-86.09087697,188.79
,1.56,73.88,63.556,0.972,0.167,-1.14,6.291,3.937,31.905,3.679,0,-0.718,-0.873,29.783,18,1.186,-0.228,-2.229,-64.27,47.254,186.337,0.74,0.182,42.78547496,-86.09087986,188.77
,1.58,74.74,63.552,1.025,0.174,-1.138,6.333,3.654,33.446,3.679,0,-0.751,-0.88,29.671,18,1.197,-0.248,-2.26,-63.312,47.799,186.321,0.74,0.188,42.78547614,-86.0908827,188.76
,1.6,75.61,63.549,1.076,0.188,-1.135,6.358,3.372,34.916,3.679,0,-0.736,-0.879,29.559,18,1.209,-0.268,-2.291,-62.354,48.344,186.305,0.74,0.194,42.78547737,-86.09088547,188.74
,1.62,76.47,63.546,1.143,0.207,-1.131,6.409,2.966,36.94,3.679,0,-0.721,-0.877,29.446,18,1.222,-0.287,-2.32,-61.39,48.951,186.289,0.74,0.2,42.78547859,-86.09088824,188.73
,1.64,77.31,63.545,1.185,0.225,-1.129,6.474,2.687,38.25,3.679,0,-0.721,-0.846,29.309,18,1.255,-0.304,-2.312,-60.31,50.711,186.277,0.74,0.2,42.7854799,-86.09089088,188.72
,1.66,78.16,63.544,1.223,0.24,-1.127,6.575,2.408,39.513,3.678,0,-0.722,-0.816,29.173,18,1.288,-0.321,-2.304,-59.231,52.471,186.264,0.74,0.2,42.78548121,-86.09089351,188.71
,1.68,79,63.543,1.258,0.252,-1.128,6.718,2.142,40.73,3.678,0,-0.739,-0.819,29.036,18,1.321,-0.337,-2.296,-58.151,54.231,186.252,0.74,0.2,42.78548255,-86.09089608,188.69
,1.7,79.84,63.542,1.29,0.261,-1.13,6.901,1.9,41.916,3.678,0,-0.768,-0.85,28.899,18,1.354,-0.354,-2.288,-57.072,55.991,186.239,0.74,0.2,42.78548395,-86.09089856,188.68
,1.72,80.69,63.541,1.319,0.265,-1.135,7.121,1.689,43.038,3.678,0,-0.793,-0.88,28.761,18,1.388,-0.37,-2.278,-55.989,57.785,186.227,0.74,0.2,42.78548535,-86.09090105,188.67
,1.74,81.51,63.54,1.344,0.263,-1.142,7.362,1.513,44.114,3.678,0,-0.716,-0.88,28.6,18,1.428,-0.362,-2.231,-54.853,60.219,186.218,0.74,0.21,42.78548684,-86.09090338,188.66
,1.76,82.33,63.539,1.368,0.256,-1.152,7.614,1.368,45.141,3.678,0,-0.639,-0.881,28.438,18,1.469,-0.355,-2.184,-53.716,62.653,186.208,0.74,0.22,42.78548833,-86.09090572,188.65
,1.78,83.15,63.538,1.389,0.245,-1.165,7.868,1.245,46.09,3.678,0,-0.647,-0.889,28.277,18,1.51,-0.347,-2.137,-52.579,65.087,186.199,0.74,0.23,42.78548987,-86.09090798,188.64
,1.8,83.97,63.537,1.408,0.229,-1.179,8.115,1.13,46.962,3.678,0,-0.724,-0.905,28.115,18,1.551,-0.34,-2.09,-51.442,67.521,186.189,0.74,0.241,42.78549146,-86.09091015,188.63
,1.82,84.79,63.537,1.425,0.21,-1.195,8.355,1.011,47.753,3.678,0,-0.793,-0.919,27.955,18,1.59,-0.331,-2.043,-50.304,69.887,186.18,0.74,0.25,42.78549306,-86.09091233,188.62
,1.84,85.59,63.536,1.44,0.191,-1.209,8.585,0.874,48.469,3.678,0,-0.731,-0.902,27.831,18,1.604,-0.293,-1.995,-49.138,70.978,186.169,0.74,0.256,42.78549475,-86.09091436,188.61
,1.86,86.39,63.535,1.452,0.175,-1.223,8.817,0.711,49.123,3.678,0,-0.668,-0.885,27.707,18,1.617,-0.255,-1.947,-47.971,72.069,186.158,0.74,0.262,42.78549644,-86.09091639,188.6
,1.88,87.19,63.534,1.463,0.161,-1.234,9.06,0.523,49.713,3.678,0,-0.641,-0.852,27.583,18,1.631,-0.217,-1.898,-46.805,73.16,186.147,0.74,0.268,42.78549818,-86.09091834,188.59
,1.9,88,63.533,1.473,0.152,-1.243,9.323,0.315,50.259,3.678,0,-0.642,-0.804,27.458,18,1.645,-0.179,-1.85,-45.638,74.251,186.136,0.74,0.274,42.78549998,-86.09092021,188.58
,1.92,88.8,63.532,1.481,0.146,-1.249,9.609,0.098,50.755,3.678,0,-0.648,-0.759,27.34,18,1.656,-0.141,-1.804,-44.471,75.232,186.125,0.74,0.28,42.78550177,-86.09092209,188.57
,1.94,89.6,63.531,1.49,0.143,-1.254,9.918,-0.121,51.206,3.678,0,-0.724,-0.744,27.327,18,1.631,-0.098,-1.794,-43.286,74.132,186.115,0.74,0.28,42.78550365,-86.09092382,188.56
,1.96,90.4,63.53,1.5,0.142,-1.258,10.239,-0.335,51.593,3.678,0,-0.801,-0.729,27.315,18,1.606,-0.054,-1.783,-42.101,73.032,186.104,0.74,0.28,42.78550554,-86.09092555,188.56
,1.98,91.2,63.529,1.51,0.142,-1.263,10.566,-0.55,51.923,3.678,0,-0.785,-0.739,27.302,18,1.581,-0.01,-1.773,-40.916,71.932,186.094,0.74,0.28,42.78550746,-86.09092721,188.55
,2,92,63.528,1.526,0.139,-1.271,11.012,-0.854,52.256,3.677,0,-0.692,-0.771,27.29,18,1.556,0.033,-1.763,-39.731,70.832,186.084,0.74,0.28,42.78550943,-86.0909288,188.53
,2.02,92.8,63.527,1.537,0.134,-1.277,11.26,-1.065,52.377,3.677,0,-0.606,-0.801,27.282,18,1.53,0.075,-1.752,-38.546,69.672,186.073,0.74,0.28,42.78551139,-86.09093038,188.51
,2.04,93.61,63.526,1.546,0.129,-1.286,11.469,-1.288,52.433,3.677,0,-0.669,-0.818,27.356,18,1.485,0.093,-1.727,-37.361,67.381,186.063,0.742,0.276,42.78551343,-86.09093185,188.5
,2.06,94.42,63.526,1.553,0.122,-1.294,11.639,-1.527,52.368,3.677,0,-0.732,-0.834,27.431,18,1.439,0.111,-1.701,-36.176,65.089,186.053,0.744,0.272,42.78551546,-86.09093331,188.49
,2.08,95.23,63.525,1.557,0.115,-1.304,11.779,-1.781,52.24,3.677,0,-0.76,-0.85,27.506,18,1.393,0.128,-1.676,-34.992,62.797,186.043,0.746,0.268,42.78551752,-86.09093471,188.48
,2.1,96.04,63.524,1.556,0.105,-1.315,11.896,-2.049,52.051,3.677,0,-0.761,-0.865,27.58,18,1.347,0.146,-1.651,-33.807,60.505,186.032,0.748,0.264,42.78551961,-86.09093605,188.47
,2.12,96.85,63.523,1.552,0.09,-1.325,12.014,-2.331,51.829,3.677,0,-0.763,-0.88,27.654,18,1.302,0.162,-1.626,-32.624,58.234,186.022,0.75,0.26,42.78552171,-86.09093739,188.46
,2.14,97.67,63.522,1.544,0.072,-1.333,12.147,-2.622,51.578,3.677,0,-0.793,-0.88,27.716,18,1.263,0.159,-1.599,-31.485,56.364,186.018,0.75,0.258,42.78552384,-86.09093862,188.46
,2.16,98.5,63.521,1.533,0.051,-1.342,12.28,-2.913,51.296,3.676,0,-0.824,-0.88,27.778,18,1.224,0.156,-1.573,-30.346,54.494,186.013,0.75,0.256,42.78552597,-86.09093984,188.46
,2.18,99.32,63.52,1.519,0.025,-1.35,12.411,-3.193,50.983,3.676,0,-0.803,-0.88,27.841,18,1.185,0.153,-1.547,-29.207,52.624,186.008,0.75,0.254,42.78552812,-86.09094101,188.46
,2.2,100.14,63.519,1.5,-0.008,-1.357,12.518,-3.459,50.636,3.676,0,-0.741,-0.879,27.903,18,1.147,0.15,-1.52,-28.068,50.754,186.004,0.75,0.252,42.78553029,-86.09094213,188.45
,2.22,100.96,63.518,1.478,-0.048,-1.361,12.577,-3.7,50.26,3.676,0,-0.683,-0.876,27.965,18,1.109,0.147,-1.494,-26.934,48.946,185.999,0.75,0.25,42.78553246,-86.09094324,188.44
,2.24,101.79,63.517,1.454,-0.094,-1.364,12.557,-3.902,49.851,3.676,0,-0.715,-0.829,28.04,18,1.094,0.147,-1.476,-25.893,48.323,185.998,0.75,0.246,42.78553466,-86.09094425,188.43
,2.26,102.62,63.516,1.427,-0.145,-1.365,12.451,-4.056,49.411,3.676,0,-0.747,-0.783,28.115,18,1.078,0.148,-1.458,-24.853,47.699,185.997,0.75,0.242,42.78553686,-86.09094525,188.43
,2.28,103.45,63.515,1.398,-0.197,-1.363,12.26,-4.155,48.912,3.676,0,-0.778,-0.779,28.189,18,1.063,0.149,-1.439,-23.812,47.076,185.997,0.75,0.238,42.78553907,-86.09094621,188.43
,2.3,104.28,63.515,1.368,-0.248,-1.358,11.984,-4.203,48.411,3.676,0,-0.808,-0.81,28.264,18,1.048,0.149,-1.421,-22.772,46.453,185.996,0.75,0.234,42.7855413,-86.0909471,188.43
,2.32,105.11,63.514,1.336,-0.296,-1.352,11.661,-4.206,47.911,3.676,0,-0.832,-0.84,28.338,18,1.034,0.151,-1.404,-21.738,45.864,185.995,0.75,0.23,42.78554353,-86.09094799,188.44
