Elapsed_Time,Time (s),Distance [feet],Logger Temperature [∞F],AccelerometerX [g],AccelerometerY [g],AccelerometerZ [g],GyroX [deg/s],GyroY [deg/s],GyroZ [deg/s],Int Batt Voltage [V],RPM [rpm],BrakePressure_0 [bar],BrakePressure_1 [bar],GPS_Speed [mph],GPS_Nsat [#],GPS_LatAcc [g],GPS_LonAcc [g],GPS_Slope [deg],GPS_Heading [deg],GPS_Gyro [deg/s],GPS_Altitude [m],GPS_PosAccuracy [#],GPS_SpdAccuracy [#],GPS_Latitude [∞],GPS_Longitude [∞],GPS_Elevation [cm]
,0.32,15.39,62.6,-1.342,0.514,-0.625,-10.506,1.054,-41.048,3.681,0,-0.807,-0.705,32.243,18,-1.348,-0.209,-2.735,-54.041,-50.667,186.911,0.72,0.246,42.78542766,-86.09067288,189.35
,0.34,16.33,62.6,-1.342,0.517,-0.623,-10.428,1.11,-40.853,3.681,0,-0.82,-0.759,32.156,18,-1.342,-0.209,-2.758,-54.969,-50.642,186.896,0.722,0.248,42.78542901,-86.09067581,189.34
,0.36,17.27,62.6,-1.342,0.519,-0.622,-10.375,1.154,-40.696,3.682,0,-0.788,-0.817,32.094,18,-1.336,-0.209,-2.763,-55.886,-50.72,186.883,0.726,0.244,42.78543031,-86.09067878,189.32
,0.38,18.2,62.6,-1.34,0.519,-0.622,-10.354,1.187,-40.578,3.682,0,-0.756,-0.876,32.032,18,-1.331,-0.208,-2.767,-56.803,-50.798,186.869,0.73,0.24,42.78543161,-86.09068174,189.3
,0.4,19.14,62.6,-1.338,0.517,-0.622,-10.367,1.207,-40.5,3.682,0,-0.728,-0.844,31.97,18,-1.325,-0.208,-2.772,-57.719,-50.876,186.856,0.734,0.236,42.7854328,-86.09068477,189.29
,0.42,20.07,62.6,-1.335,0.514,-0.622,-10.412,1.216,-40.453,3.682,0,-0.701,-0.812,31.907,18,-1.32,-0.207,-2.776,-58.636,-50.953,186.842,0.738,0.232,42.78543399,-86.09068779,189.28
,0.44,21,62.6,-1.332,0.51,-0.621,-10.483,1.222,-40.446,3.682,0,-0.708,-0.78,31.827,18,-1.309,-0.204,-2.744,-59.523,-50.798,186.83,0.74,0.23,42.78543512,-86.09069084,189.27
,0.46,21.92,62.6,-1.328,0.505,-0.62,-10.57,1.231,-40.477,3.682,0,-0.751,-0.75,31.727,18,-1.292,-0.197,-2.676,-60.38,-50.408,186.82,0.74,0.23,42.7854362,-86.09069392,189.26
,0.48,22.84,62.6,-1.324,0.499,-0.618,-10.664,1.251,-40.539,3.682,0,-0.794,-0.72,31.628,18,-1.276,-0.19,-2.607,-61.237,-50.018,186.81,0.74,0.23,42.78543728,-86.09069699,189.24
,0.5,23.76,62.6,-1.32,0.492,-0.616,-10.758,1.285,-40.634,3.682,0,-0.751,-0.725,31.528,18,-1.26,-0.183,-2.538,-62.094,-49.629,186.8,0.74,0.23,42.78543825,-86.09070011,189.24
,0.52,24.68,62.6,-1.314,0.484,-0.614,-10.848,1.328,-40.76,3.682,0,-0.708,-0.73,31.429,18,-1.243,-0.177,-2.469,-62.952,-49.239,186.79,0.74,0.23,42.78543923,-86.09070323,189.23
,0.54,25.6,62.6,-1.309,0.474,-0.613,-10.926,1.371,-40.9,3.682,0,-0.709,-0.769,31.342,18,-1.219,-0.166,-2.394,-63.761,-48.453,186.78,0.74,0.23,42.78544015,-86.09070636,189.22
,0.56,26.51,62.6,-1.303,0.462,-0.611,-10.99,1.407,-41.04,3.682,0,-0.754,-0.842,31.267,18,-1.187,-0.151,-2.313,-64.522,-47.27,186.77,0.74,0.23,42.78544103,-86.09070952,189.21
,0.58,27.42,62.6,-1.299,0.45,-0.61,-11.043,1.439,-41.181,3.682,0,-0.798,-0.915,31.193,18,-1.155,-0.136,-2.231,-65.282,-46.088,186.76,0.74,0.23,42.78544191,-86.09071268,189.21
,0.6,28.32,62.6,-1.297,0.434,-0.609,-11.08,1.474,-41.313,3.682,0,-0.782,-0.886,31.118,18,-1.124,-0.122,-2.15,-66.043,-44.905,186.75,0.74,0.23,42.78544271,-86.09071587,189.19
,0.62,29.23,62.6,-1.296,0.413,-0.607,-11.09,1.535,-41.454,3.682,0,-0.765,-0.857,31.044,18,-1.092,-0.107,-2.069,-66.804,-43.723,186.74,0.74,0.23,42.7854435,-86.09071905,189.18
,0.64,30.14,62.6,-1.295,0.389,-0.606,-11.059,1.61,-41.547,3.682,0,-0.752,-0.849,31,18,-1.063,-0.087,-2.037,-67.5,-42.63,186.73,0.74,0.232,42.78544426,-86.09072226,189.17
,0.66,31.05,62.6,-1.294,0.365,-0.605,-10.985,1.68,-41.578,3.682,0,-0.741,-0.862,30.988,18,-1.038,-0.063,-2.054,-68.13,-41.626,186.722,0.74,0.236,42.78544498,-86.09072548,189.16
,0.68,31.96,62.6,-1.294,0.34,-0.606,-10.875,1.75,-41.578,3.682,0,-0.73,-0.876,30.975,18,-1.012,-0.038,-2.071,-68.76,-40.622,186.713,0.74,0.24,42.78544569,-86.0907287,189.15
,0.7,32.87,62.6,-1.293,0.314,-0.607,-10.727,1.82,-41.531,3.681,0,-0.788,-0.845,30.963,18,-0.987,-0.014,-2.088,-69.391,-39.618,186.705,0.74,0.244,42.78544634,-86.09073196,189.14
,0.72,33.77,62.6,-1.293,0.286,-0.609,-10.543,1.893,-41.438,3.681,0,-0.845,-0.815,30.951,18,-0.962,0.011,-2.105,-70.021,-38.614,186.696,0.74,0.248,42.78544698,-86.09073522,189.14
,0.74,34.69,62.6,-1.293,0.26,-0.612,-10.336,1.973,-41.266,3.681,0,-0.852,-0.8,30.969,18,-0.942,0.035,-2.104,-70.573,-37.842,186.689,0.74,0.25,42.78544759,-86.09073851,189.13
,0.76,35.6,62.6,-1.291,0.236,-0.615,-10.106,2.064,-40.986,3.681,0,-0.809,-0.8,31.019,18,-0.927,0.058,-2.083,-71.048,-37.301,186.682,0.74,0.25,42.78544816,-86.09074181,189.12
,0.78,36.51,62.6,-1.287,0.213,-0.619,-9.864,2.172,-40.61,3.681,0,-0.765,-0.8,31.069,18,-0.913,0.081,-2.062,-71.522,-36.76,186.676,0.74,0.25,42.78544872,-86.09074512,189.11
,0.8,37.43,62.6,-1.281,0.192,-0.624,-9.61,2.298,-40.142,3.681,0,-0.791,-0.801,31.118,18,-0.898,0.104,-2.042,-71.996,-36.219,186.67,0.74,0.25,42.78544922,-86.09074848,189.11
,0.82,38.34,62.6,-1.272,0.174,-0.629,-9.344,2.444,-39.548,3.681,0,-0.816,-0.802,31.168,18,-0.884,0.127,-2.021,-72.471,-35.678,186.663,0.74,0.25,42.78544971,-86.09075184,189.1
,0.84,39.26,62.6,-1.261,0.159,-0.635,-9.071,2.612,-38.829,3.681,0,-0.792,-0.809,31.218,18,-0.856,0.133,-1.993,-72.861,-34.539,186.657,0.74,0.247,42.78545017,-86.09075522,189.1
,0.86,40.19,62.6,-1.245,0.146,-0.642,-8.785,2.799,-37.969,3.681,0,-0.717,-0.822,31.267,18,-0.815,0.12,-1.956,-73.169,-32.802,186.651,0.74,0.241,42.78545059,-86.09075863,189.09
,0.88,41.11,62.6,-1.225,0.136,-0.65,-8.481,3,-36.985,3.68,0,-0.642,-0.835,31.317,18,-0.774,0.107,-1.919,-73.476,-31.065,186.646,0.74,0.235,42.78545102,-86.09076204,189.09
,0.9,42.03,62.6,-1.201,0.126,-0.66,-8.153,3.209,-35.891,3.68,0,-0.66,-0.807,31.367,18,-0.733,0.095,-1.883,-73.783,-29.328,186.64,0.74,0.229,42.78545139,-86.09076547,189.08
,0.92,42.95,62.6,-1.171,0.118,-0.671,-7.799,3.419,-34.657,3.68,0,-0.677,-0.779,31.417,18,-0.692,0.082,-1.846,-74.09,-27.591,186.634,0.74,0.223,42.78545175,-86.09076891,189.08
,0.94,43.88,62.6,-1.136,0.11,-0.682,-7.41,3.621,-33.314,3.68,0,-0.666,-0.757,31.454,18,-0.633,0.056,-1.811,-74.306,-25.166,186.627,0.741,0.217,42.78545211,-86.09077235,189.07
,0.96,44.8,62.6,-1.096,0.102,-0.696,-6.986,3.806,-31.876,3.68,0,-0.626,-0.741,31.479,18,-0.555,0.017,-1.779,-74.433,-22.053,186.62,0.743,0.211,42.78545244,-86.09077579,189.06
,0.98,45.73,62.6,-1.051,0.091,-0.71,-6.532,3.964,-30.336,3.68,0,-0.586,-0.725,31.504,18,-0.478,-0.022,-1.747,-74.559,-18.941,186.612,0.745,0.205,42.78545277,-86.09077923,189.05
,1,46.65,62.6,-1.002,0.076,-0.726,-6.061,4.096,-28.735,3.68,0,1.109,0.189,31.528,18,-0.401,-0.061,-1.715,-74.685,-15.829,186.604,0.747,0.199,42.7854531,-86.09078265,189.05
,1.02,47.58,62.6,-0.936,0.057,-0.749,-5.477,4.206,-26.653,3.68,0,2.803,1.102,31.553,18,-0.324,-0.1,-1.683,-74.811,-12.717,186.597,0.749,0.193,42.78545343,-86.09078607,189.04
,1.04,48.5,62.6,-0.867,0.04,-0.774,-4.915,4.261,-24.528,3.679,0,8.404,3.097,31.516,18,-0.243,-0.13,-1.678,-74.842,-9.442,186.589,0.75,0.189,42.78545377,-86.09078946,189.03
,1.06,49.41,62.6,-0.811,0.029,-0.794,-4.504,4.249,-22.818,3.679,0,17.91,6.173,31.417,18,-0.157,-0.15,-1.7,-74.777,-6.004,186.581,0.75,0.187,42.78545412,-86.09079284,189.02
,1.08,50.32,62.6,-0.754,0.025,-0.814,-4.127,4.2,-21.11,3.679,0,27.417,9.25,31.317,18,-0.071,-0.17,-1.722,-74.713,-2.566,186.572,0.75,0.185,42.78545447,-86.09079621,189.02
,1.1,51.23,62.6,-0.697,0.026,-0.833,-3.783,4.127,-19.415,3.679,0,29.225,10.081,31.218,18,0.015,-0.189,-1.743,-74.649,0.872,186.564,0.75,0.183,42.78545486,-86.09079953,189.01
,1.12,52.14,62.6,-0.64,0.033,-0.852,-3.463,4.041,-17.748,3.679,0,31.032,10.911,31.118,18,0.101,-0.209,-1.765,-74.585,4.309,186.556,0.75,0.181,42.78545526,-86.09080285,189
,1.14,53.04,62.6,-0.581,0.045,-0.871,-3.156,3.949,-16.116,3.679,0,27.027,9.331,30.994,18,0.178,-0.215,-1.782,-74.429,7.41,186.546,0.75,0.177,42.78545568,-86.09080615,188.99
,1.16,53.93,62.6,-0.521,0.063,-0.889,-2.853,3.852,-14.517,3.679,0,17.21,5.34,30.845,18,0.246,-0.208,-1.795,-74.182,10.174,186.534,0.75,0.171,42.78545614,-86.09080942,188.99
,1.18,54.82,62.6,-0.462,0.086,-0.907,-2.548,3.755,-12.944,3.679,0,7.394,1.349,30.696,18,0.315,-0.2,-1.807,-73.934,12.938,186.523,0.75,0.165,42.7854566,-86.09081269,188.98
,1.2,55.71,62.6,-0.402,0.11,-0.925,-2.234,3.669,-11.394,3.679,0,4.115,0.292,30.547,18,0.383,-0.192,-1.82,-73.687,15.702,186.512,0.75,0.159,42.78545712,-86.09081592,188.97
,1.22,56.6,62.6,-0.343,0.135,-0.941,-1.906,3.603,-9.851,3.678,0,0.836,-0.765,30.397,18,0.451,-0.184,-1.833,-73.439,18.466,186.5,0.75,0.153,42.78545764,-86.09081915,188.95
,1.24,57.49,62.6,-0.284,0.158,-0.958,-1.561,3.56,-8.305,3.678,0,-0.809,-1.21,30.304,18,0.511,-0.178,-1.851,-73.102,20.879,186.488,0.75,0.149,42.7854582,-86.09082236,188.93
,1.26,58.37,62.6,-0.224,0.178,-0.974,-1.198,3.54,-6.749,3.678,0,-0.821,-1.044,30.267,18,0.562,-0.172,-1.875,-72.676,22.942,186.475,0.75,0.147,42.7854588,-86.09082556,188.91
,1.28,59.26,62.6,-0.165,0.191,-0.99,-0.818,3.542,-5.172,3.678,0,-0.833,-0.878,30.23,18,0.613,-0.167,-1.899,-72.25,25.005,186.461,0.75,0.145,42.78545939,-86.09082876,188.9
,1.3,60.14,62.6,-0.106,0.197,-1.005,-0.424,3.566,-3.565,3.678,0,-0.787,-0.86,30.192,18,0.664,-0.162,-1.923,-71.823,27.067,186.448,0.75,0.143,42.78546005,-86.09083193,188.89
,1.32,61.03,62.6,-0.048,0.194,-1.018,-0.023,3.612,-1.92,3.678,0,-0.741,-0.842,30.155,18,0.715,-0.156,-1.947,-71.397,29.13,186.434,0.75,0.141,42.78546072,-86.0908351,188.87
,1.34,61.91,62.6,0.008,0.186,-1.031,0.381,3.681,-0.23,3.678,0,-0.712,-0.811,30.112,18,0.763,-0.158,-1.973,-70.882,31.071,186.424,0.75,0.14,42.78546142,-86.09083824,188.86
,1.36,62.78,62.6,0.064,0.173,-1.043,0.784,3.768,1.511,3.678,0,-0.699,-0.767,30.062,18,0.807,-0.168,-2.001,-70.28,32.891,186.417,0.75,0.14,42.78546215,-86.09084138,188.86
,1.38,63.66,62.6,0.118,0.154,-1.053,1.184,3.87,3.309,3.677,0,-0.686,-0.723,30.012,18,0.851,-0.177,-2.028,-69.677,34.711,186.41,0.75,0.14,42.78546289,-86.09084451,188.85
,1.4,64.54,62.6,0.185,0.129,-1.064,1.684,4.011,5.648,3.677,0,-0.713,-0.738,29.963,18,0.895,-0.186,-2.056,-69.074,36.53,186.404,0.75,0.14,42.7854637,-86.09084758,188.84
,1.42,65.41,62.6,0.251,0.102,-1.074,2.186,4.16,8.068,3.677,0,-0.74,-0.753,29.913,18,0.939,-0.195,-2.083,-68.471,38.35,186.397,0.75,0.14,42.78546451,-86.09085066,188.84
,1.44,66.28,62.6,0.304,0.075,-1.082,2.591,4.283,10.089,3.677,0,-0.733,-0.76,29.826,18,0.982,-0.205,-2.105,-67.783,40.202,186.392,0.75,0.14,42.78546536,-86.0908537,188.83
,1.46,67.14,62.6,0.356,0.048,-1.089,2.995,4.396,12.167,3.677,0,-0.692,-0.76,29.702,18,1.025,-0.215,-2.123,-67.008,42.086,186.39,0.75,0.14,42.78546626,-86.09085671,188.83
,1.48,68,62.6,0.41,0.018,-1.097,3.388,4.49,14.288,3.677,0,-0.651,-0.76,29.577,18,1.068,-0.225,-2.14,-66.234,43.97,186.388,0.75,0.14,42.78546715,-86.09085972,188.83
,1.5,68.86,62.6,0.464,-0.015,-1.106,3.762,4.557,16.436,3.677,0,-0.705,-0.761,29.453,18,1.11,-0.235,-2.157,-65.459,45.853,186.385,0.75,0.14,42.78546815,-86.09086265,188.83
,1.52,69.71,62.6,0.518,-0.05,-1.115,4.104,4.592,18.592,3.677,0,-0.759,-0.762,29.329,18,1.153,-0.245,-2.174,-64.684,47.737,186.383,0.75,0.14,42.78546914,-86.09086558,188.82
,1.54,70.57,62.6,0.572,-0.087,-1.124,4.404,4.596,20.733,3.677,0,-0.742,-0.771,29.217,18,1.19,-0.248,-2.197,-63.833,49.486,186.376,0.75,0.141,42.78547019,-86.09086846,188.82
,1.56,71.41,62.6,0.626,-0.127,-1.132,4.658,4.566,22.844,3.676,0,-0.653,-0.788,29.117,18,1.223,-0.244,-2.226,-62.905,51.099,186.365,0.75,0.143,42.78547129,-86.0908713,188.82
,1.58,72.25,62.6,0.68,-0.17,-1.141,4.867,4.502,24.906,3.676,0,-0.565,-0.805,29.018,18,1.256,-0.241,-2.254,-61.976,52.713,186.353,0.75,0.145,42.78547238,-86.09087414,188.81
,1.6,73.1,62.6,0.732,-0.214,-1.149,5.039,4.396,26.906,3.676,0,-0.594,-0.833,28.919,18,1.288,-0.237,-2.283,-61.048,54.326,186.342,0.75,0.147,42.78547359,-86.09087688,188.79
,1.62,73.94,62.6,0.782,-0.259,-1.157,5.187,4.244,28.844,3.676,0,-0.624,-0.862,28.819,18,1.321,-0.233,-2.312,-60.12,55.94,186.33,0.75,0.149,42.7854748,-86.09087962,188.78
,1.64,74.78,62.6,0.829,-0.304,-1.163,5.326,4.046,30.71,3.676,0,-0.631,-0.86,28.726,18,1.342,-0.226,-2.315,-59.132,57.095,186.318,0.75,0.152,42.78547606,-86.09088231,188.76
,1.66,75.61,62.6,0.872,-0.348,-1.168,5.47,3.81,32.499,3.676,0,-0.616,-0.828,28.639,18,1.353,-0.214,-2.293,-58.085,57.792,186.306,0.75,0.156,42.78547737,-86.09088496,188.75
,1.68,76.44,62.6,0.911,-0.392,-1.172,5.635,3.554,34.202,3.676,0,-0.6,-0.796,28.552,18,1.364,-0.203,-2.272,-57.038,58.488,186.293,0.75,0.16,42.78547868,-86.0908876,188.73
,1.7,77.27,62.6,0.946,-0.434,-1.176,5.826,3.293,35.812,3.676,0,-0.604,-0.768,28.465,18,1.375,-0.192,-2.25,-55.99,59.185,186.281,0.75,0.164,42.78548008,-86.09089013,188.72
,1.72,78.1,62.6,0.978,-0.474,-1.18,6.045,3.034,37.312,3.676,0,-0.608,-0.741,28.378,18,1.385,-0.18,-2.228,-54.943,59.882,186.269,0.75,0.168,42.78548149,-86.09089266,188.71
,1.74,78.93,62.6,1.008,-0.512,-1.185,6.285,2.781,38.718,3.676,0,-0.639,-0.75,28.303,18,1.385,-0.172,-2.191,-53.861,60.056,186.257,0.75,0.171,42.78548293,-86.09089513,188.7
,1.76,79.75,62.6,1.034,-0.548,-1.19,6.543,2.534,40.03,3.676,0,-0.698,-0.795,28.241,18,1.372,-0.168,-2.14,-52.745,59.708,186.245,0.75,0.173,42.78548441,-86.09089755,188.69
,1.78,80.57,62.6,1.057,-0.583,-1.197,6.81,2.293,41.233,3.676,0,-0.757,-0.84,28.179,18,1.36,-0.163,-2.088,-51.629,59.359,186.233,0.75,0.175,42.78548589,-86.09089996,188.67
,1.8,81.4,62.6,1.082,-0.617,-1.206,7.154,2.003,42.569,3.676,0,-0.744,-0.84,28.117,18,1.348,-0.158,-2.037,-50.513,59.011,186.221,0.75,0.177,42.78548743,-86.09090226,188.66
,1.82,82.22,62.6,1.104,-0.646,-1.216,7.506,1.722,43.788,3.676,0,-0.731,-0.84,28.055,18,1.336,-0.153,-1.985,-49.397,58.663,186.209,0.75,0.179,42.78548897,-86.09090455,188.65
,1.84,83.03,62.6,1.12,-0.665,-1.225,7.796,1.499,44.663,3.676,0,-0.738,-0.84,27.987,18,1.322,-0.148,-1.96,-48.27,58.229,186.199,0.75,0.183,42.78549054,-86.09090679,188.64
,1.86,83.85,62.6,1.134,-0.676,-1.233,8.099,1.271,45.452,3.676,0,-0.763,-0.84,27.912,18,1.307,-0.141,-1.961,-47.133,57.711,186.19,0.75,0.189,42.78549213,-86.09090896,188.63
,1.88,84.66,62.6,1.147,-0.681,-1.241,8.414,1.037,46.17,3.676,0,-0.788,-0.84,27.837,18,1.292,-0.134,-1.962,-45.997,57.193,186.18,0.75,0.195,42.78549373,-86.09091113,188.62
,1.9,85.47,62.6,1.159,-0.681,-1.247,8.734,0.802,46.827,3.676,0,-0.716,-0.839,27.763,18,1.276,-0.127,-1.963,-44.86,56.676,186.171,0.75,0.201,42.78549538,-86.09091318,188.61
,1.92,86.28,62.6,1.171,-0.674,-1.253,9.051,0.579,47.421,3.676,0,-0.643,-0.838,27.688,18,1.261,-0.121,-1.964,-43.723,56.158,186.162,0.75,0.207,42.78549703,-86.09091522,188.6
,1.94,87.09,62.6,1.184,-0.66,-1.259,9.353,0.375,47.952,3.676,0,-0.629,-0.832,27.626,18,1.258,-0.1,-1.972,-42.593,56.222,186.153,0.75,0.214,42.78549872,-86.09091721,188.59
,1.96,87.89,62.6,1.198,-0.639,-1.265,9.634,0.193,48.413,3.676,0,-0.674,-0.822,27.576,18,1.267,-0.065,-1.986,-41.47,56.868,186.144,0.75,0.222,42.78550045,-86.09091913,188.58
,1.98,88.69,62.6,1.214,-0.612,-1.271,9.892,0.024,48.804,3.676,0,-0.718,-0.812,27.527,18,1.276,-0.031,-1.999,-40.347,57.514,186.135,0.75,0.23,42.78550218,-86.09092106,188.57
,2,89.5,62.6,1.231,-0.58,-1.276,10.127,-0.139,49.132,3.676,0,-0.706,-0.885,27.477,18,1.285,0.004,-2.013,-39.224,58.161,186.127,0.75,0.238,42.785504,-86.09092286,188.56
,2.02,90.3,62.6,1.248,-0.544,-1.281,10.341,-0.305,49.405,3.676,0,-0.693,-0.957,27.427,18,1.294,0.038,-2.027,-38.101,58.807,186.118,0.75,0.246,42.78550583,-86.09092466,188.56
,2.04,91.11,62.6,1.266,-0.503,-1.286,10.547,-0.479,49.639,3.676,0,-0.709,-0.971,27.434,18,1.308,0.082,-2.014,-37.002,59.533,186.106,0.75,0.253,42.78550771,-86.0909264,188.55
,2.06,91.92,62.6,1.283,-0.459,-1.29,10.754,-0.663,49.827,3.676,0,-0.754,-0.925,27.496,18,1.326,0.134,-1.975,-35.927,60.34,186.09,0.75,0.259,42.78550964,-86.09092807,188.53
,2.08,92.74,62.6,1.301,-0.414,-1.294,10.971,-0.863,49.969,3.676,0,-0.798,-0.88,27.558,18,1.344,0.186,-1.936,-34.853,61.147,186.075,0.75,0.265,42.78551158,-86.09092975,188.52
,2.1,93.55,62.6,1.319,-0.369,-1.298,11.201,-1.085,50.086,3.676,0,-0.781,-0.88,27.62,18,1.363,0.238,-1.897,-33.778,61.954,186.06,0.75,0.271,42.78551364,-86.0909313,188.5
,2.12,94.36,62.6,1.336,-0.327,-1.302,11.449,-1.331,50.179,3.676,0,-0.764,-0.88,27.682,18,1.381,0.29,-1.858,-32.703,62.76,186.044,0.75,0.277,42.7855157,-86.09093285,188.49
,2.14,95.19,62.6,1.352,-0.288,-1.306,11.712,-1.601,50.241,3.676,0,-0.741,-0.88,27.825,18,1.382,0.324,-1.832,-31.66,62.531,186.034,0.75,0.275,42.78551781,-86.09093434,188.47
,2.16,96.04,62.6,1.366,-0.252,-1.31,11.984,-1.886,50.265,3.676,0,-0.711,-0.879,28.049,18,1.366,0.339,-1.818,-30.649,61.266,186.03,0.75,0.265,42.78551998,-86.09093577,188.47
,2.18,96.88,62.6,1.381,-0.22,-1.314,12.314,-2.252,50.226,3.676,0,-0.68,-0.878,28.272,18,1.35,0.354,-1.805,-29.639,60.001,186.025,0.75,0.255,42.78552215,-86.0909372,188.46
,2.2,97.73,62.6,1.392,-0.195,-1.318,12.609,-2.619,50.14,3.676,0,-0.68,-0.865,28.496,18,1.333,0.37,-1.791,-28.628,58.736,186.02,0.75,0.245,42.78552441,-86.09093851,188.46
,2.22,98.57,62.6,1.396,-0.181,-1.32,12.785,-2.909,50.015,3.676,0,-0.68,-0.851,28.72,18,1.317,0.385,-1.777,-27.617,57.471,186.015,0.75,0.235,42.78552666,-86.09093981,188.46
,2.24,99.43,62.6,1.397,-0.176,-1.321,12.89,-3.193,49.812,3.676,0,-0.68,-0.858,28.919,18,1.289,0.385,-1.779,-26.643,55.793,186.012,0.75,0.225,42.78552895,-86.09094106,188.45
,2.26,100.3,62.6,1.394,-0.174,-1.32,12.906,-3.462,49.53,3.676,0,-0.679,-0.884,29.093,18,1.25,0.37,-1.796,-25.706,53.703,186.01,0.75,0.215,42.78553127,-86.09094225,188.45
,2.28,101.17,62.6,1.387,-0.176,-1.317,12.828,-3.703,49.202,3.676,0,-0.678,-0.91,29.267,18,1.21,0.355,-1.813,-24.769,51.613,186.007,0.75,0.205,42.78553359,-86.09094344,188.45
,2.3,102.05,62.6,1.376,-0.179,-1.312,12.656,-3.899,48.812,3.676,0,-0.663,-0.852,29.441,18,1.17,0.34,-1.83,-23.831,49.523,186.005,0.75,0.195,42.78553595,-86.09094453,188.45
