Elapsed_Time,Time (s),Distance [feet],Logger Temperature [∞F],AccelerometerX [g],AccelerometerY [g],AccelerometerZ [g],GyroX [deg/s],GyroY [deg/s],GyroZ [deg/s],Int Batt Voltage [V],RPM [rpm],BrakePressure_0 [bar],BrakePressure_1 [bar],GPS_Speed [mph],GPS_Nsat [#],GPS_LatAcc [g],GPS_LonAcc [g],GPS_Slope [deg],GPS_Heading [deg],GPS_Gyro [deg/s],GPS_Altitude [m],GPS_PosAccuracy [#],GPS_SpdAccuracy [#],GPS_Latitude [∞],GPS_Longitude [∞],GPS_Elevation [cm]
,0.46,23.29,66.537,-1.102,0.462,-0.702,-9.34,0.483,-34.453,3.668,0,-0.835,-0.732,33.47,18,-1.189,-0.257,-2.209,-56.746,-43.847,186.761,0.68,0.148,42.78543601,-86.09070473,189.2
,0.48,24.26,66.537,-1.108,0.457,-0.701,-9.323,0.478,-34.793,3.668,0,-0.781,-0.697,33.37,18,-1.192,-0.263,-2.179,-57.596,-44.177,186.754,0.68,0.146,42.78543733,-86.09070781,189.2
,0.5,25.23,66.537,-1.113,0.448,-0.699,-9.314,0.489,-35.084,3.668,0,-0.752,-0.679,33.271,18,-1.195,-0.27,-2.149,-58.447,-44.507,186.748,0.68,0.144,42.78543865,-86.09071088,189.19
,0.52,26.2,66.537,-1.116,0.435,-0.698,-9.293,0.514,-35.365,3.669,0,-0.768,-0.695,33.171,18,-1.198,-0.277,-2.12,-59.297,-44.837,186.741,0.68,0.142,42.78543986,-86.090714,189.18
,0.54,27.17,66.537,-1.118,0.419,-0.697,-9.276,0.554,-35.62,3.669,0,-0.785,-0.711,33.072,18,-1.201,-0.283,-2.09,-60.147,-45.168,186.734,0.68,0.14,42.78544107,-86.09071711,189.18
,0.56,28.12,66.537,-1.119,0.399,-0.697,-9.261,0.607,-35.844,3.669,0,-0.792,-0.727,32.941,18,-1.199,-0.272,-2.04,-60.962,-45.318,186.727,0.68,0.14,42.78544223,-86.09072025,189.17
,0.58,29.07,66.537,-1.119,0.375,-0.699,-9.238,0.669,-36.009,3.669,0,-0.797,-0.743,32.804,18,-1.197,-0.257,-1.986,-61.771,-45.437,186.721,0.68,0.14,42.78544333,-86.0907234,189.16
,0.6,30.02,66.537,-1.119,0.35,-0.701,-9.221,0.735,-36.165,3.669,0,-0.801,-0.759,32.667,18,-1.195,-0.242,-1.932,-62.58,-45.557,186.714,0.68,0.14,42.78544444,-86.09072656,189.16
,0.62,30.97,66.537,-1.12,0.323,-0.705,-9.206,0.803,-36.268,3.669,0,-0.801,-0.775,32.531,18,-1.193,-0.227,-1.878,-63.389,-45.676,186.708,0.68,0.14,42.78544544,-86.09072975,189.15
,0.64,31.92,66.537,-1.122,0.296,-0.708,-9.19,0.875,-36.335,3.67,0,-0.801,-0.791,32.394,18,-1.19,-0.212,-1.824,-64.198,-45.795,186.702,0.68,0.14,42.78544645,-86.09073295,189.14
,0.66,32.86,66.537,-1.124,0.273,-0.712,-9.161,0.957,-36.371,3.67,0,-0.789,-0.784,32.299,18,-1.186,-0.173,-1.81,-64.943,-45.688,186.695,0.68,0.14,42.78544741,-86.09073616,189.14
,0.68,33.8,66.537,-1.127,0.254,-0.716,-9.117,1.047,-36.375,3.67,0,-0.776,-0.774,32.213,18,-1.182,-0.13,-1.803,-65.677,-45.542,186.687,0.68,0.14,42.78544832,-86.09073941,189.13
,0.7,34.73,66.537,-1.129,0.241,-0.72,-9.057,1.139,-36.349,3.67,0,-0.775,-0.77,32.126,18,-1.178,-0.087,-1.796,-66.41,-45.395,186.68,0.68,0.14,42.78544923,-86.09074266,189.12
,0.72,35.67,66.537,-1.131,0.232,-0.724,-8.967,1.219,-36.344,3.67,0,-0.8,-0.781,32.039,18,-1.174,-0.043,-1.79,-67.143,-45.248,186.673,0.68,0.14,42.78545006,-86.09074596,189.12
,0.74,36.61,66.537,-1.136,0.23,-0.729,-8.814,1.313,-36.318,3.67,0,-0.824,-0.792,31.952,18,-1.169,0,-1.783,-67.877,-45.101,186.666,0.68,0.14,42.78545088,-86.09074927,189.11
,0.76,37.55,66.537,-1.141,0.233,-0.732,-8.68,1.384,-36.273,3.671,0,-0.786,-0.807,31.991,18,-1.166,0.032,-1.759,-68.522,-44.822,186.66,0.68,0.137,42.78545167,-86.09075262,189.1
,0.78,38.5,66.537,-1.147,0.239,-0.733,-8.548,1.459,-36.213,3.671,0,-0.738,-0.823,32.053,18,-1.162,0.061,-1.733,-69.153,-44.52,186.653,0.68,0.133,42.78545241,-86.090756,189.1
,0.8,39.45,66.537,-1.152,0.249,-0.734,-8.412,1.549,-36.111,3.671,0,-0.707,-0.835,32.116,18,-1.158,0.091,-1.707,-69.783,-44.217,186.647,0.68,0.129,42.78545315,-86.09075938,189.09
,0.82,40.39,66.537,-1.156,0.261,-0.733,-8.271,1.649,-35.975,3.671,0,-0.71,-0.837,32.178,18,-1.154,0.12,-1.68,-70.413,-43.915,186.641,0.68,0.125,42.78545381,-86.09076284,189.08
,0.84,41.34,66.537,-1.159,0.275,-0.732,-8.127,1.761,-35.809,3.671,0,-0.714,-0.84,32.24,18,-1.15,0.15,-1.654,-71.043,-43.612,186.635,0.68,0.121,42.78545446,-86.0907663,189.08
,0.86,42.3,66.537,-1.162,0.29,-0.731,-7.981,1.887,-35.609,3.672,0,-0.705,-0.818,32.334,18,-1.134,0.134,-1.636,-71.561,-42.799,186.628,0.68,0.123,42.78545507,-86.09076979,189.07
,0.88,43.26,66.537,-1.162,0.304,-0.728,-7.831,2.031,-35.379,3.672,0,-0.694,-0.791,32.433,18,-1.115,0.111,-1.62,-72.058,-41.896,186.621,0.68,0.127,42.78545563,-86.09077331,189.06
,0.9,44.22,66.537,-1.159,0.317,-0.726,-7.676,2.189,-35.132,3.672,0,-0.7,-0.767,32.533,18,-1.096,0.088,-1.604,-72.555,-40.993,186.614,0.68,0.131,42.78545619,-86.09077683,189.06
,0.92,45.18,66.537,-1.154,0.326,-0.724,-7.52,2.349,-34.869,3.672,0,-0.738,-0.748,32.632,18,-1.077,0.064,-1.588,-73.053,-40.09,186.607,0.68,0.135,42.78545667,-86.09078038,189.05
,0.94,46.14,66.537,-1.146,0.331,-0.724,-7.367,2.496,-34.589,3.672,0,-0.776,-0.729,32.731,18,-1.058,0.041,-1.572,-73.55,-39.187,186.6,0.68,0.139,42.78545715,-86.09078393,189.04
,0.96,47.1,66.537,-1.135,0.332,-0.723,-7.224,2.617,-34.308,3.673,0,-0.445,-0.542,32.725,18,-1.011,-0.015,-1.584,-73.913,-37.455,186.592,0.68,0.14,42.78545759,-86.09078748,189.03
,0.98,48.05,66.537,-1.124,0.327,-0.722,-7.1,2.708,-34.014,3.673,0,-0.05,-0.324,32.7,18,-0.96,-0.077,-1.601,-74.252,-35.575,186.584,0.68,0.14,42.78545799,-86.09079103,189.03
,1,49.01,66.537,-1.113,0.318,-0.721,-7.003,2.775,-33.692,3.673,0,1.923,0.528,32.675,18,-0.909,-0.14,-1.619,-74.591,-33.696,186.576,0.68,0.14,42.78545839,-86.09079458,189.02
,1.02,49.97,66.537,-1.101,0.307,-0.719,-6.934,2.826,-33.336,3.673,0,6.824,2.558,32.651,18,-0.858,-0.202,-1.636,-74.931,-31.817,186.568,0.68,0.14,42.78545873,-86.09079809,189.01
,1.04,50.92,66.537,-1.088,0.295,-0.717,-6.896,2.867,-32.937,3.673,0,11.725,4.588,32.626,18,-0.807,-0.264,-1.653,-75.27,-29.937,186.56,0.68,0.14,42.78545907,-86.09080159,189
,1.06,51.85,66.537,-1.074,0.281,-0.716,-6.891,2.897,-32.504,3.674,0,19.513,7.418,32.432,18,-0.732,-0.311,-1.67,-75.459,-27.224,186.549,0.68,0.137,42.78545939,-86.09080507,189
,1.08,52.78,66.537,-1.058,0.269,-0.715,-6.913,2.915,-32.047,3.674,0,27.811,10.389,32.208,18,-0.653,-0.356,-1.687,-75.622,-24.364,186.539,0.68,0.133,42.78545969,-86.09080851,188.99
,1.1,53.7,66.537,-1.041,0.256,-0.715,-6.951,2.93,-31.545,3.674,0,34.509,12.907,31.984,18,-0.574,-0.4,-1.705,-75.784,-21.504,186.528,0.68,0.129,42.78545999,-86.09081195,188.99
,1.12,54.62,66.537,-1.016,0.246,-0.716,-7.017,2.968,-30.753,3.674,0,38.234,14.585,31.761,18,-0.495,-0.445,-1.722,-75.947,-18.644,186.518,0.68,0.125,42.78546027,-86.09081532,188.97
,1.14,55.55,66.537,-0.994,0.241,-0.718,-7.054,3.024,-30.095,3.674,0,41.96,16.262,31.537,18,-0.416,-0.489,-1.739,-76.11,-15.783,186.507,0.68,0.121,42.78546055,-86.09081868,188.95
,1.16,56.44,66.537,-0.972,0.24,-0.722,-7.065,3.101,-29.416,3.675,0,43.493,17.045,31.282,18,-0.331,-0.502,-1.758,-76.113,-12.569,186.493,0.68,0.118,42.78546083,-86.09082201,188.93
,1.18,57.33,66.537,-0.946,0.242,-0.727,-7.04,3.191,-28.675,3.675,0,44.638,17.669,31.021,18,-0.246,-0.51,-1.778,-76.088,-9.291,186.478,0.68,0.116,42.78546111,-86.09082529,188.91
,1.2,58.21,66.537,-0.917,0.248,-0.734,-6.976,3.296,-27.86,3.675,0,44.669,17.661,30.76,18,-0.16,-0.517,-1.797,-76.062,-6.014,186.463,0.68,0.114,42.78546139,-86.09082858,188.9
,1.22,59.1,66.537,-0.885,0.257,-0.743,-6.862,3.42,-26.952,3.675,0,42.63,16.477,30.499,18,-0.075,-0.525,-1.817,-76.037,-2.737,186.448,0.68,0.112,42.7854617,-86.0908318,188.89
,1.24,59.98,66.537,-0.85,0.269,-0.753,-6.704,3.572,-25.924,3.675,0,40.59,15.293,30.238,18,0.011,-0.532,-1.836,-76.012,0.541,186.433,0.68,0.11,42.785462,-86.09083502,188.87
,1.26,60.84,66.537,-0.81,0.282,-0.764,-6.504,3.755,-24.758,3.675,0,38.04,14.054,30.03,18,0.095,-0.524,-1.859,-75.813,4.094,186.424,0.68,0.115,42.78546233,-86.09083821,188.86
,1.28,61.7,66.537,-0.766,0.296,-0.778,-6.264,3.962,-23.437,3.676,0,35.401,12.807,29.831,18,0.179,-0.513,-1.884,-75.584,7.697,186.417,0.68,0.121,42.78546267,-86.09084136,188.86
,1.3,62.56,66.537,-0.716,0.309,-0.794,-5.988,4.188,-21.948,3.676,0,32.131,11.317,29.632,18,0.263,-0.502,-1.908,-75.355,11.3,186.41,0.68,0.127,42.78546302,-86.09084452,188.85
,1.32,63.41,66.537,-0.661,0.32,-0.811,-5.67,4.429,-20.272,3.676,0,27.69,9.378,29.433,18,0.347,-0.491,-1.932,-75.126,14.903,186.403,0.68,0.133,42.78546343,-86.09084762,188.84
,1.34,64.27,66.537,-0.602,0.329,-0.83,-5.309,4.674,-18.423,3.676,0,23.249,7.439,29.234,18,0.431,-0.48,-1.956,-74.897,18.506,186.395,0.68,0.139,42.78546384,-86.09085071,188.84
,1.36,65.1,66.537,-0.538,0.336,-0.85,-4.899,4.92,-16.388,3.676,0,21.121,6.523,29.035,18,0.507,-0.466,-1.99,-74.48,21.925,186.392,0.677,0.14,42.78546428,-86.09085378,188.83
,1.38,65.93,66.537,-0.472,0.342,-0.87,-4.428,5.159,-14.173,3.677,0,19.401,5.787,28.837,18,0.581,-0.453,-2.027,-74.031,25.312,186.388,0.673,0.14,42.78546477,-86.09085681,188.83
,1.4,66.76,66.537,-0.401,0.345,-0.89,-3.894,5.391,-11.778,3.677,0,17.787,5.122,28.638,18,0.656,-0.439,-2.064,-73.582,28.7,186.385,0.669,0.14,42.78546526,-86.09085985,188.82
,1.42,67.59,66.537,-0.328,0.347,-0.909,-3.29,5.608,-9.224,3.677,0,16.372,4.589,28.439,18,0.73,-0.425,-2.1,-73.133,32.087,186.382,0.665,0.14,42.78546584,-86.09086282,188.82
,1.44,68.41,66.537,-0.252,0.347,-0.929,-2.615,5.807,-6.529,3.677,0,14.956,4.057,28.24,18,0.805,-0.411,-2.137,-72.684,35.474,186.379,0.661,0.14,42.78546642,-86.09086578,188.82
,1.46,69.22,66.537,-0.172,0.345,-0.95,-1.881,5.982,-3.721,3.677,0,13.642,3.583,28.073,18,0.864,-0.4,-2.162,-72.032,38.277,186.372,0.66,0.147,42.78546704,-86.09086871,188.82
,1.48,70.02,66.537,-0.09,0.342,-0.97,-1.106,6.121,-0.825,3.678,0,12.347,3.119,27.911,18,0.92,-0.388,-2.185,-71.344,40.977,186.365,0.66,0.155,42.78546771,-86.0908716,188.82
,1.5,70.83,66.537,-0.006,0.336,-0.991,-0.312,6.22,2.128,3.678,0,11.213,2.699,27.75,18,0.976,-0.377,-2.208,-70.657,43.677,186.357,0.66,0.163,42.78546838,-86.09087449,188.82
,1.52,71.63,66.537,0.118,0.328,-1.022,0.79,6.276,6.368,3.678,0,10.378,2.358,27.588,18,1.033,-0.365,-2.231,-69.969,46.377,186.35,0.66,0.171,42.78546914,-86.0908773,188.8
,1.54,72.44,66.537,0.212,0.319,-1.044,1.569,6.256,9.549,3.678,0,9.543,2.018,27.427,18,1.089,-0.354,-2.254,-69.282,49.076,186.342,0.66,0.179,42.78546991,-86.0908801,188.79
,1.56,73.23,66.537,0.299,0.309,-1.064,2.227,6.177,12.459,3.678,0,8.801,1.787,27.307,18,1.124,-0.346,-2.264,-68.413,50.752,186.332,0.66,0.192,42.78547072,-86.09088286,188.77
,1.58,74.01,66.537,0.384,0.3,-1.084,2.814,6.04,15.302,3.679,0,8.075,1.574,27.196,18,1.154,-0.337,-2.272,-67.512,52.246,186.322,0.66,0.206,42.78547158,-86.09088557,188.76
,1.6,74.8,66.537,0.466,0.289,-1.101,3.33,5.847,18.063,3.679,0,7.234,1.28,27.084,18,1.185,-0.329,-2.28,-66.612,53.74,186.311,0.66,0.22,42.78547244,-86.09088829,188.75
,1.62,75.59,66.537,0.544,0.278,-1.116,3.786,5.607,20.733,3.679,0,6.179,0.832,26.972,18,1.216,-0.321,-2.288,-65.711,55.234,186.301,0.66,0.234,42.78547338,-86.09089091,188.74
,1.64,76.37,66.537,0.618,0.268,-1.128,4.194,5.331,23.303,3.679,0,5.125,0.385,26.86,18,1.246,-0.313,-2.296,-64.81,56.729,186.291,0.66,0.248,42.78547432,-86.09089353,188.73
,1.66,77.14,66.537,0.688,0.257,-1.139,4.571,5.025,25.772,3.679,0,3.318,-0.195,26.685,18,1.269,-0.307,-2.265,-63.773,58.028,186.281,0.66,0.252,42.7854753,-86.09089611,188.72
,1.68,77.9,66.537,0.754,0.247,-1.149,4.936,4.691,28.138,3.68,0,1.379,-0.798,26.498,18,1.291,-0.301,-2.227,-62.712,59.293,186.271,0.66,0.254,42.78547634,-86.09089863,188.71
,1.7,78.66,66.537,0.817,0.237,-1.158,5.302,4.333,30.396,3.68,0,0.005,-1.155,26.312,18,1.312,-0.295,-2.19,-61.651,60.558,186.262,0.66,0.256,42.78547737,-86.09090115,188.7
,1.72,79.42,66.537,0.875,0.226,-1.166,5.679,3.96,32.547,3.68,0,-0.317,-1.053,26.126,18,1.334,-0.289,-2.152,-60.59,61.823,186.252,0.66,0.258,42.78547849,-86.09090357,188.69
,1.74,80.18,66.537,0.928,0.216,-1.174,6.072,3.583,34.587,3.68,0,-0.639,-0.952,25.939,18,1.356,-0.283,-2.114,-59.529,63.089,186.242,0.66,0.26,42.78547962,-86.09090598,188.68
,1.76,80.93,66.537,0.977,0.205,-1.181,6.476,3.212,36.509,3.68,0,-0.696,-0.904,25.848,18,1.379,-0.275,-2.09,-58.388,64.638,186.233,0.663,0.263,42.78548079,-86.09090833,188.67
,1.78,81.68,66.537,1.022,0.194,-1.189,6.884,2.862,38.309,3.68,0,-0.707,-0.865,25.773,18,1.404,-0.267,-2.068,-57.233,66.238,186.224,0.667,0.267,42.78548202,-86.09091062,188.66
,1.8,82.43,66.537,1.064,0.181,-1.197,7.285,2.538,39.985,3.68,0,-0.72,-0.826,25.699,18,1.428,-0.258,-2.046,-56.077,67.837,186.214,0.671,0.271,42.78548324,-86.0909129,188.66
,1.82,83.18,66.537,1.104,0.168,-1.207,7.671,2.241,41.534,3.68,0,-0.736,-0.786,25.624,18,1.453,-0.25,-2.024,-54.922,69.437,186.205,0.675,0.275,42.78548457,-86.09091506,188.65
,1.84,83.93,66.537,1.141,0.156,-1.218,8.032,1.963,42.96,3.68,0,-0.752,-0.745,25.55,18,1.477,-0.242,-2.003,-53.767,71.037,186.195,0.679,0.279,42.7854859,-86.0909172,188.64
,1.86,84.66,66.537,1.176,0.145,-1.229,8.368,1.694,44.247,3.68,0,-0.734,-0.744,25.464,18,1.492,-0.224,-1.991,-52.579,72.313,186.184,0.68,0.28,42.78548727,-86.09091928,188.63
,1.88,85.4,66.537,1.208,0.134,-1.241,8.683,1.42,45.392,3.68,0,-0.71,-0.75,25.377,18,1.506,-0.204,-1.98,-51.385,73.532,186.173,0.68,0.28,42.78548871,-86.09092128,188.62
,1.9,86.14,66.537,1.248,0.125,-1.255,9.105,1.012,46.837,3.68,0,-0.682,-0.764,25.29,18,1.519,-0.184,-1.97,-50.191,74.752,186.161,0.68,0.28,42.78549014,-86.09092328,188.61
,1.92,86.87,66.537,1.274,0.119,-1.263,9.411,0.692,47.753,3.68,0,-0.65,-0.793,25.203,18,1.533,-0.164,-1.96,-48.997,75.971,186.149,0.68,0.28,42.78549167,-86.09092513,188.59
,1.94,87.61,66.537,1.295,0.116,-1.27,9.699,0.397,48.511,3.68,0,-0.617,-0.823,25.116,18,1.547,-0.144,-1.949,-47.803,77.19,186.138,0.68,0.28,42.7854932,-86.09092698,188.58
,1.96,88.34,66.537,1.314,0.116,-1.276,9.975,0.119,49.182,3.68,0,-0.654,-0.855,25.051,18,1.528,-0.107,-1.949,-46.615,76.535,186.127,0.68,0.287,42.78549478,-86.09092877,188.57
,1.98,89.07,66.537,1.332,0.12,-1.281,10.241,-0.133,49.784,3.679,0,-0.703,-0.887,24.988,18,1.504,-0.067,-1.95,-45.428,75.55,186.117,0.68,0.295,42.78549641,-86.09093048,188.55
,2,89.79,66.537,1.351,0.128,-1.285,10.487,-0.361,50.299,3.679,0,-0.724,-0.9,24.926,18,1.48,-0.028,-1.951,-44.24,74.564,186.106,0.68,0.303,42.78549803,-86.09093219,188.54
,2.02,90.52,66.537,1.369,0.139,-1.288,10.703,-0.57,50.719,3.679,0,-0.694,-0.878,24.864,18,1.456,0.012,-1.952,-43.053,73.579,186.096,0.68,0.311,42.78549974,-86.0909338,188.53
,2.04,91.25,66.537,1.389,0.152,-1.292,10.887,-0.772,51.073,3.679,0,-0.664,-0.857,24.802,18,1.432,0.052,-1.953,-41.866,72.593,186.086,0.68,0.319,42.78550145,-86.09093539,188.53
,2.06,91.98,66.537,1.408,0.168,-1.296,11.053,-0.979,51.363,3.679,0,-0.665,-0.849,24.846,18,1.379,0.09,-1.934,-40.706,69.637,186.078,0.68,0.318,42.7855032,-86.09093695,188.52
,2.08,92.72,66.537,1.427,0.186,-1.3,11.217,-1.203,51.591,3.679,0,-0.671,-0.844,24.908,18,1.32,0.127,-1.911,-39.551,66.332,186.071,0.68,0.316,42.78550498,-86.09093846,188.51
,2.1,93.46,66.537,1.443,0.205,-1.304,11.381,-1.447,51.73,3.679,0,-0.676,-0.836,24.97,18,1.262,0.164,-1.888,-38.396,63.027,186.064,0.68,0.314,42.78550676,-86.09093997,188.5
,2.12,94.19,66.537,1.458,0.225,-1.308,11.565,-1.704,51.828,3.679,0,-0.678,-0.822,25.032,18,1.203,0.202,-1.865,-37.241,59.722,186.056,0.68,0.312,42.78550861,-86.09094141,188.5
,2.14,94.93,66.537,1.47,0.241,-1.313,11.773,-1.967,51.842,3.679,0,-0.68,-0.808,25.094,18,1.145,0.239,-1.842,-36.086,56.417,186.049,0.68,0.31,42.78551046,-86.09094285,188.49
,2.16,95.69,66.537,1.479,0.255,-1.318,11.997,-2.232,51.762,3.679,0,-0.68,-0.828,25.251,18,1.096,0.249,-1.806,-34.968,53.709,186.043,0.68,0.305,42.78551233,-86.09094427,188.48
,2.18,96.45,66.537,1.485,0.262,-1.324,12.23,-2.496,51.589,3.679,0,-0.68,-0.853,25.425,18,1.05,0.253,-1.767,-33.856,51.105,186.036,0.68,0.299,42.78551423,-86.09094565,188.48
,2.2,97.21,66.537,1.488,0.263,-1.33,12.465,-2.759,51.323,3.679,0,-0.685,-0.871,25.599,18,1.003,0.258,-1.728,-32.745,48.501,186.03,0.68,0.293,42.78551613,-86.09094703,188.47
,2.22,97.97,66.537,1.487,0.254,-1.336,12.686,-3.021,50.934,3.679,0,-0.699,-0.875,25.773,18,0.957,0.263,-1.689,-31.633,45.898,186.024,0.68,0.287,42.78551807,-86.09094836,188.46
,2.24,98.73,66.537,1.48,0.239,-1.341,12.871,-3.287,50.475,3.679,0,-0.712,-0.879,25.947,18,0.91,0.268,-1.65,-30.522,43.294,186.017,0.68,0.281,42.78552001,-86.09094968,188.46
,2.26,99.51,66.537,1.468,0.216,-1.346,13.011,-3.552,49.9,3.679,0,-0.74,-0.844,26.047,18,0.89,0.264,-1.62,-29.465,42.191,186.013,0.68,0.275,42.78552197,-86.09095098,188.45
,2.28,100.28,66.537,1.448,0.18,-1.349,13.084,-3.811,49.254,3.679,0,-0.77,-0.803,26.134,18,0.875,0.258,-1.591,-28.417,41.352,186.009,0.68,0.269,42.78552395,-86.09095224,188.45
,2.3,101.06,66.537,1.41,0.13,-1.351,13.041,-4.13,48.2,3.679,0,-0.768,-0.788,26.221,18,0.859,0.252,-1.563,-27.37,40.513,186.005,0.68,0.263,42.78552593,-86.0909535,188.45
,2.32,101.83,66.537,1.375,0.076,-1.351,12.915,-4.326,47.367,3.679,0,-0.704,-0.822,26.308,18,0.844,0.247,-1.534,-26.323,39.674,186.001,0.68,0.257,42.78552793,-86.09095468,188.44
