Elapsed_Time,Time (s),Distance [feet],Logger Temperature [∞F],AccelerometerX [g],AccelerometerY [g],AccelerometerZ [g],GyroX [deg/s],GyroY [deg/s],GyroZ [deg/s],Int Batt Voltage [V],RPM [rpm],BrakePressure_0 [bar],BrakePressure_1 [bar],GPS_Speed [mph],GPS_Nsat [#],GPS_LatAcc [g],GPS_LonAcc [g],GPS_Slope [deg],GPS_Heading [deg],GPS_Gyro [deg/s],GPS_Altitude [m],GPS_PosAccuracy [#],GPS_SpdAccuracy [#],GPS_Latitude [∞],GPS_Longitude [∞],GPS_Elevation [cm]
,0.2,10.34,61.7,-1.17,0.372,-0.606,-10.035,-0.289,-38.209,3.678,0,-0.692,-0.662,35.037,18,-1.365,-0.202,-1.503,-43.796,-47.314,186.877,0.75,0.174,42.78541481,-86.09066585,189.32
,0.22,11.36,61.7,-1.184,0.351,-0.603,-9.977,-0.169,-38.463,3.678,0,-0.659,-0.691,34.925,18,-1.354,-0.208,-1.491,-44.729,-47.053,186.866,0.75,0.172,42.78541662,-86.09066871,189.31
,0.24,12.39,61.7,-1.194,0.327,-0.602,-9.949,-0.048,-38.687,3.678,0,-0.627,-0.721,34.814,18,-1.344,-0.214,-1.48,-45.662,-46.792,186.855,0.75,0.17,42.78541844,-86.09067156,189.3
,0.26,13.4,61.7,-1.203,0.301,-0.604,-9.959,0.056,-38.906,3.678,0,-0.669,-0.735,34.723,18,-1.332,-0.219,-1.499,-46.626,-46.495,186.844,0.75,0.17,42.78542016,-86.09067448,189.29
,0.28,14.4,61.7,-1.211,0.271,-0.606,-10.021,0.135,-39.124,3.678,0,-0.724,-0.747,34.636,18,-1.321,-0.224,-1.525,-47.595,-46.193,186.834,0.75,0.17,42.78542187,-86.0906774,189.28
,0.3,15.41,61.7,-1.219,0.241,-0.61,-10.125,0.189,-39.343,3.678,0,-0.76,-0.749,34.549,18,-1.309,-0.228,-1.55,-48.565,-45.89,186.823,0.75,0.17,42.78542355,-86.09068035,189.26
,0.32,16.42,61.7,-1.227,0.211,-0.615,-10.274,0.225,-39.588,3.678,0,-0.76,-0.733,34.462,18,-1.298,-0.233,-1.575,-49.534,-45.588,186.813,0.75,0.17,42.78542516,-86.09068332,189.25
,0.34,17.43,61.7,-1.236,0.183,-0.619,-10.45,0.25,-39.865,3.678,0,-0.76,-0.717,34.375,18,-1.286,-0.238,-1.6,-50.504,-45.285,186.802,0.75,0.17,42.78542678,-86.0906863,189.24
,0.36,18.42,61.7,-1.243,0.156,-0.623,-10.65,0.273,-40.199,3.678,0,-0.758,-0.705,34.267,18,-1.287,-0.238,-1.675,-51.467,-45.536,186.794,0.75,0.17,42.7854283,-86.09068934,189.23
,0.38,19.41,61.7,-1.248,0.133,-0.627,-10.859,0.302,-40.569,3.678,0,-0.756,-0.693,34.155,18,-1.29,-0.238,-1.759,-52.43,-45.884,186.785,0.75,0.17,42.78542981,-86.09069237,189.23
,0.4,20.4,61.7,-1.251,0.118,-0.629,-11.063,0.35,-40.998,3.678,0,-0.751,-0.691,34.043,18,-1.293,-0.238,-1.842,-53.392,-46.233,186.777,0.75,0.17,42.78543128,-86.09069544,189.22
,0.42,21.4,61.7,-1.251,0.111,-0.629,-11.254,0.434,-41.461,3.678,0,-0.739,-0.707,33.931,18,-1.295,-0.238,-1.926,-54.355,-46.581,186.769,0.75,0.17,42.78543268,-86.09069853,189.21
,0.44,22.39,61.7,-1.243,0.115,-0.627,-11.507,0.631,-42.183,3.678,0,-0.728,-0.723,33.819,18,-1.298,-0.238,-2.01,-55.318,-46.929,186.761,0.75,0.17,42.78543408,-86.09070163,189.2
,0.46,23.37,61.7,-1.232,0.128,-0.625,-11.687,0.808,-42.75,3.678,0,-0.738,-0.739,33.718,18,-1.309,-0.229,-2.046,-56.231,-47.547,186.754,0.75,0.17,42.78543537,-86.09070478,189.2
,0.48,24.34,61.7,-1.219,0.146,-0.622,-11.841,0.977,-43.294,3.678,0,-0.751,-0.756,33.619,18,-1.322,-0.217,-2.073,-57.137,-48.211,186.747,0.75,0.17,42.78543665,-86.09070794,189.19
,0.5,25.32,61.7,-1.205,0.17,-0.619,-11.986,1.125,-43.854,3.678,0,-0.759,-0.77,33.519,18,-1.334,-0.206,-2.101,-58.042,-48.876,186.74,0.75,0.17,42.78543788,-86.09071112,189.18
,0.52,26.3,61.7,-1.192,0.199,-0.616,-12.124,1.238,-44.403,3.678,0,-0.754,-0.782,33.42,18,-1.346,-0.195,-2.128,-58.947,-49.541,186.734,0.75,0.17,42.78543904,-86.09071434,189.17
,0.54,27.27,61.7,-1.183,0.229,-0.612,-12.254,1.309,-44.924,3.678,0,-0.75,-0.793,33.32,18,-1.358,-0.183,-2.156,-59.852,-50.205,186.727,0.75,0.17,42.78544021,-86.09071756,189.17
,0.56,28.24,61.7,-1.178,0.259,-0.608,-12.38,1.342,-45.412,3.677,0,-0.728,-0.779,33.253,18,-1.368,-0.161,-2.106,-60.68,-50.714,186.72,0.75,0.172,42.78544125,-86.09072084,189.16
,0.58,29.21,61.7,-1.178,0.29,-0.604,-12.495,1.35,-45.844,3.677,0,-0.702,-0.761,33.191,18,-1.377,-0.138,-2.043,-61.493,-51.195,186.713,0.75,0.174,42.78544229,-86.09072413,189.16
,0.6,30.18,61.7,-1.183,0.319,-0.599,-12.588,1.351,-46.213,3.677,0,-0.691,-0.742,33.128,18,-1.387,-0.114,-1.98,-62.307,-51.677,186.707,0.75,0.176,42.78544327,-86.09072744,189.15
,0.62,31.15,61.7,-1.192,0.346,-0.593,-12.655,1.363,-46.518,3.677,0,-0.705,-0.724,33.066,18,-1.396,-0.09,-1.917,-63.121,-52.158,186.7,0.75,0.178,42.78544419,-86.09073079,189.14
,0.64,32.12,61.7,-1.203,0.371,-0.588,-12.688,1.4,-46.737,3.677,0,-0.719,-0.705,33.004,18,-1.406,-0.066,-1.854,-63.934,-52.639,186.693,0.75,0.18,42.7854451,-86.09073414,189.13
,0.66,33.08,61.7,-1.215,0.392,-0.584,-12.682,1.462,-46.887,3.677,0,-0.725,-0.745,33.005,18,-1.401,-0.043,-1.834,-64.648,-52.454,186.687,0.75,0.185,42.7854459,-86.09073756,189.13
,0.68,34.05,61.7,-1.227,0.411,-0.581,-12.63,1.538,-46.974,3.677,0,-0.729,-0.796,33.018,18,-1.393,-0.02,-1.821,-65.345,-52.152,186.681,0.75,0.191,42.78544669,-86.09074097,189.12
,0.7,35.02,61.7,-1.239,0.426,-0.58,-12.532,1.617,-46.972,3.677,0,-0.738,-0.818,33.03,18,-1.386,0.004,-1.809,-66.042,-51.849,186.675,0.75,0.197,42.78544743,-86.09074441,189.12
,0.72,35.99,61.7,-1.252,0.435,-0.578,-12.386,1.689,-46.891,3.677,0,-0.757,-0.789,33.043,18,-1.378,0.027,-1.796,-66.739,-51.547,186.669,0.75,0.203,42.78544811,-86.09074788,189.11
,0.74,36.96,61.7,-1.265,0.439,-0.577,-12.194,1.757,-46.731,3.677,0,-0.775,-0.759,33.055,18,-1.371,0.05,-1.784,-67.435,-51.244,186.663,0.75,0.209,42.78544878,-86.09075136,189.1
,0.76,37.93,61.7,-1.278,0.44,-0.577,-11.962,1.824,-46.478,3.677,0,-0.739,-0.75,33.068,18,-1.33,0.049,-1.792,-68.019,-49.656,186.657,0.75,0.21,42.78544936,-86.09075487,189.1
,0.78,38.91,61.7,-1.291,0.434,-0.576,-11.69,1.892,-46.12,3.677,0,-0.693,-0.745,33.08,18,-1.283,0.044,-1.805,-68.583,-47.841,186.651,0.75,0.21,42.78544993,-86.0907584,189.09
,0.8,39.88,61.7,-1.304,0.421,-0.576,-11.386,1.959,-45.638,3.677,0,-0.68,-0.761,33.092,18,-1.236,0.039,-1.818,-69.147,-46.026,186.645,0.75,0.21,42.78545046,-86.09076193,189.09
,0.82,40.85,61.7,-1.32,0.401,-0.576,-10.918,2.048,-44.739,3.677,0,-0.728,-0.814,33.105,18,-1.19,0.033,-1.83,-69.71,-44.21,186.639,0.75,0.21,42.78545094,-86.09076549,189.08
,0.84,41.82,61.7,-1.331,0.376,-0.575,-10.545,2.12,-43.905,3.677,0,-0.776,-0.867,33.117,18,-1.143,0.028,-1.843,-70.274,-42.395,186.633,0.75,0.21,42.78545142,-86.09076905,189.07
,0.86,42.79,61.7,-1.34,0.35,-0.575,-10.187,2.207,-42.986,3.677,0,-0.564,-0.743,33.13,18,-1.056,-0.014,-1.823,-70.715,-39.104,186.626,0.75,0.207,42.78545184,-86.09077262,189.07
,0.88,43.77,61.7,-1.346,0.321,-0.575,-9.828,2.32,-41.969,3.677,0,-0.306,-0.588,33.142,18,-0.962,-0.063,-1.798,-71.135,-35.551,186.618,0.75,0.203,42.78545225,-86.09077619,189.06
,0.9,44.74,61.7,-1.348,0.29,-0.575,-9.462,2.462,-40.832,3.677,0,0.877,-0.003,33.155,18,-0.868,-0.112,-1.773,-71.554,-31.999,186.61,0.75,0.199,42.78545265,-86.09077976,189.05
,0.92,45.71,61.7,-1.345,0.259,-0.576,-9.094,2.63,-39.594,3.677,0,3.777,1.381,33.167,18,-0.775,-0.161,-1.748,-71.974,-28.447,186.602,0.75,0.195,42.78545304,-86.09078331,189.04
,0.94,46.69,61.7,-1.338,0.226,-0.578,-8.707,2.82,-38.239,3.677,0,6.677,2.764,33.179,18,-0.681,-0.209,-1.722,-72.393,-24.894,186.594,0.75,0.191,42.78545342,-86.09078687,189.04
,0.96,47.64,61.7,-1.326,0.194,-0.582,-8.303,3.037,-36.783,3.677,0,16.075,6.047,33.054,18,-0.581,-0.252,-1.691,-72.676,-21.202,186.586,0.75,0.187,42.78545379,-86.09079039,189.03
,0.98,48.59,61.7,-1.308,0.163,-0.587,-7.877,3.278,-35.209,3.677,0,26.62,9.665,32.905,18,-0.48,-0.293,-1.659,-72.935,-17.484,186.578,0.75,0.183,42.78545416,-86.0907939,189.02
,1,49.54,61.7,-1.283,0.133,-0.595,-7.431,3.533,-33.535,3.677,0,35.381,12.913,32.756,18,-0.379,-0.334,-1.627,-73.194,-13.767,186.569,0.75,0.179,42.78545454,-86.09079739,189.01
,1.02,50.5,61.7,-1.251,0.105,-0.605,-6.968,3.791,-31.728,3.677,0,40.828,15.472,32.607,18,-0.277,-0.375,-1.595,-73.453,-10.05,186.561,0.75,0.175,42.78545492,-86.09080084,189
,1.04,51.45,61.7,-1.213,0.081,-0.619,-6.507,4.041,-29.82,3.677,0,46.276,18.032,32.458,18,-0.176,-0.416,-1.563,-73.712,-6.332,186.553,0.75,0.171,42.78545531,-86.09080429,188.99
,1.06,52.37,61.7,-1.17,0.062,-0.635,-6.053,4.287,-27.805,3.677,0,45.094,17.303,32.235,18,-0.093,-0.418,-1.581,-73.819,-3.094,186.546,0.75,0.165,42.78545572,-86.09080768,188.99
,1.08,53.29,61.7,-1.119,0.048,-0.654,-5.619,4.533,-25.694,3.676,0,42.743,15.993,31.999,18,-0.012,-0.414,-1.607,-73.899,0.059,186.538,0.75,0.159,42.78545614,-86.09081106,188.99
,1.1,54.2,61.7,-1.062,0.041,-0.676,-5.216,4.776,-23.53,3.676,0,39.083,14.192,31.763,18,0.069,-0.41,-1.633,-73.979,3.213,186.531,0.75,0.153,42.78545658,-86.09081441,188.98
,1.12,55.12,61.7,-0.999,0.043,-0.701,-4.841,4.998,-21.318,3.676,0,32.99,11.475,31.527,18,0.15,-0.405,-1.66,-74.06,6.367,186.524,0.75,0.147,42.78545704,-86.09081773,188.97
,1.14,56.04,61.7,-0.928,0.054,-0.728,-4.483,5.19,-19.073,3.676,0,26.898,8.759,31.29,18,0.231,-0.401,-1.686,-74.14,9.52,186.516,0.75,0.141,42.7854575,-86.09082105,188.96
,1.16,56.93,61.7,-0.852,0.07,-0.756,-4.128,5.345,-16.822,3.676,0,20.004,6.058,31.107,18,0.292,-0.376,-1.71,-74.05,12.019,186.496,0.75,0.138,42.78545801,-86.09082431,188.93
,1.18,57.82,61.7,-0.773,0.095,-0.786,-3.756,5.473,-14.579,3.676,0,12.968,3.36,30.933,18,0.349,-0.347,-1.735,-73.931,14.403,186.474,0.75,0.136,42.78545853,-86.09082758,188.91
,1.2,58.71,61.7,-0.69,0.128,-0.816,-3.351,5.578,-12.35,3.676,0,7.658,1.326,30.759,18,0.407,-0.319,-1.759,-73.812,16.786,186.452,0.75,0.134,42.78545907,-86.09083082,188.89
,1.22,59.6,61.7,-0.566,0.169,-0.859,-2.683,5.68,-9.215,3.676,0,5.555,0.526,30.585,18,0.465,-0.29,-1.783,-73.693,19.17,186.429,0.75,0.132,42.78545964,-86.09083405,188.87
,1.24,60.5,61.7,-0.472,0.206,-0.89,-2.125,5.723,-6.888,3.676,0,3.452,-0.273,30.411,18,0.522,-0.262,-1.807,-73.574,21.553,186.407,0.75,0.13,42.78546022,-86.09083727,188.85
,1.26,61.38,61.7,-0.383,0.238,-0.917,-1.559,5.732,-4.763,3.676,0,2.383,-0.558,30.332,17.83,0.566,-0.245,-1.841,-73.275,23.337,186.394,0.75,0.13,42.78546085,-86.09084046,188.83
,1.28,62.26,61.7,-0.295,0.267,-0.943,-0.96,5.712,-2.679,3.676,0,1.497,-0.753,30.27,17.63,0.607,-0.23,-1.876,-72.945,25.014,186.382,0.75,0.13,42.78546149,-86.09084365,188.82
,1.3,63.14,61.7,-0.207,0.296,-0.966,-0.342,5.667,-0.639,3.676,0,0.81,-0.914,30.208,17.43,0.648,-0.216,-1.912,-72.615,26.692,186.371,0.75,0.13,42.78546216,-86.09084682,188.81
,1.32,64.03,61.7,-0.121,0.323,-0.986,0.278,5.6,1.361,3.676,0,0.492,-1.012,30.146,17.23,0.689,-0.201,-1.947,-72.285,28.37,186.359,0.75,0.13,42.78546287,-86.09084997,188.8
,1.34,64.91,61.7,-0.037,0.346,-1.005,0.888,5.515,3.32,3.677,0,0.174,-1.111,30.084,17.03,0.73,-0.186,-1.983,-71.955,30.047,186.348,0.75,0.13,42.78546358,-86.09085312,188.79
,1.36,65.78,61.7,0.045,0.363,-1.02,1.481,5.414,5.245,3.677,0,-0.034,-1.116,30.022,17,0.767,-0.193,-2.011,-71.454,31.553,186.346,0.75,0.132,42.78546435,-86.09085623,188.79
,1.38,66.66,61.7,0.122,0.372,-1.033,2.054,5.302,7.146,3.677,0,-0.221,-1.105,29.959,17,0.803,-0.202,-2.039,-70.922,33.029,186.346,0.75,0.134,42.78546513,-86.09085933,188.78
,1.4,67.53,61.7,0.196,0.374,-1.044,2.605,5.182,9.029,3.678,0,-0.37,-1.047,29.897,17,0.84,-0.212,-2.066,-70.39,34.505,186.346,0.75,0.136,42.78546595,-86.0908624,188.78
,1.42,68.4,61.7,0.266,0.369,-1.054,3.129,5.056,10.895,3.678,0,-0.448,-0.9,29.835,17,0.876,-0.222,-2.094,-69.859,35.981,186.345,0.75,0.138,42.7854668,-86.09086543,188.78
,1.44,69.28,61.7,0.333,0.358,-1.063,3.615,4.924,12.742,3.679,0,-0.525,-0.753,29.773,17,0.912,-0.232,-2.121,-69.327,37.457,186.345,0.75,0.14,42.78546766,-86.09086846,188.79
,1.46,70.13,61.7,0.396,0.343,-1.071,4.052,4.785,14.57,3.679,0,-0.646,-0.757,29.647,17,0.952,-0.243,-2.126,-68.641,39.217,186.345,0.75,0.14,42.78546859,-86.09087141,188.79
,1.48,70.98,61.7,0.456,0.324,-1.08,4.426,4.634,16.363,3.68,0,-0.774,-0.786,29.511,17,0.991,-0.255,-2.128,-67.929,41.028,186.345,0.75,0.14,42.78546953,-86.09087436,188.8
,1.5,71.84,61.7,0.512,0.305,-1.089,4.726,4.467,18.119,3.68,0,-0.837,-0.811,29.374,17,1.031,-0.267,-2.129,-67.216,42.839,186.345,0.75,0.14,42.78547051,-86.09087726,188.8
,1.52,72.69,61.7,0.565,0.287,-1.096,4.949,4.285,19.836,3.681,0,-0.777,-0.824,29.237,17,1.071,-0.279,-2.13,-66.503,44.649,186.345,0.75,0.14,42.78547154,-86.09088011,188.79
,1.54,73.54,61.7,0.614,0.272,-1.104,5.098,4.096,21.501,3.681,0,-0.718,-0.838,29.101,17,1.111,-0.291,-2.131,-65.79,46.46,186.345,0.75,0.14,42.78547257,-86.09088296,188.79
,1.56,74.38,61.7,0.66,0.259,-1.11,5.184,3.902,23.117,3.682,0,-0.68,-0.834,28.975,17,1.146,-0.285,-2.13,-64.953,48.204,186.334,0.75,0.14,42.78547369,-86.09088571,188.77
,1.58,75.22,61.7,0.704,0.248,-1.116,5.22,3.708,24.68,3.682,0,-0.646,-0.828,28.85,17,1.181,-0.276,-2.129,-64.094,49.937,186.32,0.75,0.14,42.78547481,-86.09088846,188.75
,1.6,76.05,61.7,0.761,0.24,-1.124,5.226,3.437,26.819,3.683,0,-0.611,-0.813,28.726,17,1.216,-0.268,-2.128,-63.234,51.669,186.306,0.75,0.14,42.78547598,-86.09089116,188.74
,1.62,76.89,61.7,0.802,0.235,-1.129,5.23,3.238,28.377,3.683,0,-0.577,-0.786,28.602,17,1.251,-0.259,-2.127,-62.375,53.402,186.293,0.75,0.14,42.7854772,-86.09089381,188.73
,1.64,77.72,61.7,0.837,0.235,-1.135,5.26,3.056,29.775,3.684,0,-0.542,-0.758,28.477,17,1.285,-0.25,-2.126,-61.515,55.134,186.279,0.75,0.14,42.78547842,-86.09089646,188.72
,1.66,78.54,61.7,0.871,0.237,-1.142,5.332,2.885,31.152,3.684,0,-0.572,-0.816,28.385,17,1.302,-0.233,-2.112,-60.566,56.057,186.267,0.75,0.148,42.78547972,-86.09089902,188.71
,1.68,79.37,61.7,0.904,0.241,-1.148,5.453,2.728,32.487,3.684,0,-0.613,-0.89,28.298,17,1.316,-0.213,-2.096,-59.601,56.836,186.255,0.75,0.159,42.78548104,-86.09090157,188.7
,1.7,80.19,61.7,0.937,0.249,-1.156,5.629,2.594,33.829,3.685,0,-0.641,-0.92,28.211,17,1.329,-0.194,-2.08,-58.636,57.615,186.243,0.75,0.169,42.78548239,-86.09090408,188.69
,1.72,81.01,61.7,0.971,0.259,-1.165,5.852,2.48,35.146,3.685,0,-0.646,-0.87,28.124,17,1.343,-0.174,-2.064,-57.672,58.394,186.231,0.75,0.178,42.78548378,-86.09090655,188.67
,1.74,81.83,61.7,1.005,0.27,-1.176,6.115,2.383,36.405,3.686,0,-0.651,-0.819,28.037,17,1.357,-0.155,-2.048,-56.707,59.174,186.219,0.75,0.189,42.78548518,-86.09090901,188.66
,1.76,82.65,61.7,1.042,0.281,-1.189,6.405,2.293,37.656,3.686,0,-0.666,-0.835,27.992,17,1.352,-0.148,-1.999,-55.681,58.983,186.206,0.75,0.192,42.78548665,-86.09091138,188.65
,1.78,83.47,61.7,1.079,0.29,-1.203,6.718,2.195,38.879,3.687,0,-0.682,-0.862,27.955,17,1.343,-0.143,-1.946,-54.646,58.621,186.193,0.75,0.194,42.78548812,-86.09091375,188.63
,1.8,84.28,61.7,1.117,0.294,-1.218,7.044,2.078,40.045,3.687,0,-0.673,-0.879,27.918,17,1.334,-0.139,-1.892,-53.61,58.258,186.181,0.75,0.196,42.78548963,-86.09091607,188.62
,1.82,85.1,61.7,1.155,0.293,-1.233,7.376,1.941,41.201,3.688,0,-0.618,-0.874,27.88,17,1.326,-0.134,-1.838,-52.574,57.896,186.168,0.75,0.198,42.78549117,-86.09091833,188.61
,1.84,85.92,61.7,1.189,0.286,-1.249,7.714,1.78,42.277,3.688,0,-0.563,-0.87,27.843,17,1.317,-0.129,-1.784,-51.538,57.534,186.155,0.75,0.2,42.78549271,-86.0909206,188.6
,1.86,86.72,61.7,1.22,0.273,-1.263,8.058,1.603,43.339,3.689,0,-0.624,-0.853,27.774,17,1.312,-0.133,-1.756,-50.461,57.534,186.145,0.75,0.203,42.78549432,-86.09092275,188.59
,1.88,87.53,61.7,1.247,0.253,-1.279,8.408,1.415,44.349,3.689,0,-0.707,-0.835,27.699,17,1.308,-0.137,-1.731,-49.377,57.599,186.135,0.75,0.207,42.78549593,-86.0909249,188.57
,1.9,88.33,61.7,1.27,0.226,-1.294,8.773,1.219,45.322,3.69,0,-0.76,-0.838,27.625,17,1.304,-0.142,-1.707,-48.293,57.663,186.125,0.75,0.211,42.78549758,-86.09092698,188.56
,1.92,89.14,61.7,1.29,0.192,-1.309,9.14,1.015,46.238,3.69,0,-0.76,-0.885,27.55,17,1.3,-0.146,-1.683,-47.209,57.727,186.115,0.75,0.215,42.78549926,-86.090929,188.55
,1.94,89.95,61.7,1.306,0.154,-1.324,9.507,0.799,47.118,3.691,0,-0.76,-0.931,27.476,17,1.296,-0.151,-1.659,-46.125,57.791,186.105,0.75,0.219,42.78550094,-86.09093102,188.55
,1.96,90.74,61.7,1.32,0.112,-1.339,9.868,0.567,47.914,3.691,0,-0.758,-0.893,27.401,17,1.296,-0.139,-1.674,-45.023,58.144,186.099,0.752,0.225,42.78550269,-86.0909329,188.54
,1.98,91.54,61.7,1.332,0.065,-1.355,10.214,0.319,48.667,3.692,0,-0.756,-0.84,27.327,17,1.296,-0.124,-1.696,-43.919,58.547,186.094,0.754,0.231,42.78550445,-86.09093478,188.54
,2,92.33,61.7,1.347,0.015,-1.377,10.674,-0.062,49.576,3.692,0,-0.747,-0.811,27.252,17,1.297,-0.109,-1.718,-42.814,58.95,186.089,0.756,0.237,42.78550624,-86.09093659,188.53
,2.02,93.13,61.7,1.358,-0.027,-1.392,10.995,-0.362,50.169,3.692,0,-0.727,-0.824,27.178,17,1.297,-0.094,-1.739,-41.709,59.354,186.084,0.758,0.243,42.78550807,-86.09093833,188.53
,2.04,93.92,61.7,1.368,-0.058,-1.405,11.268,-0.647,50.647,3.693,0,-0.706,-0.838,27.103,17,1.298,-0.079,-1.761,-40.605,59.757,186.079,0.76,0.249,42.78550991,-86.09094007,188.52
,2.06,94.72,61.7,1.377,-0.084,-1.417,11.514,-0.938,51.05,3.693,0,-0.674,-0.84,27.102,17,1.284,-0.052,-1.759,-39.508,59.26,186.073,0.76,0.248,42.78551181,-86.09094168,188.52
,2.08,95.51,61.7,1.386,-0.106,-1.426,11.74,-1.234,51.374,3.694,0,-0.639,-0.84,27.115,17,1.268,-0.022,-1.752,-38.412,58.605,186.066,0.76,0.246,42.78551372,-86.09094329,188.52
,2.1,96.31,61.7,1.395,-0.124,-1.433,11.949,-1.543,51.646,3.694,0,-0.631,-0.841,27.127,17,1.251,0.007,-1.745,-37.317,57.95,186.059,0.76,0.244,42.78551566,-86.09094483,188.51
,2.12,97.11,61.7,1.403,-0.138,-1.437,12.143,-1.87,51.873,3.695,0,-0.673,-0.843,27.14,17,1.235,0.036,-1.738,-36.221,57.294,186.053,0.76,0.242,42.78551764,-86.09094631,188.5
,2.14,97.9,61.7,1.41,-0.149,-1.438,12.324,-2.215,52.039,3.695,0,-0.715,-0.846,27.152,17,1.218,0.065,-1.731,-35.126,56.639,186.046,0.76,0.24,42.78551962,-86.09094779,188.49
,2.16,98.71,61.7,1.415,-0.158,-1.436,12.487,-2.567,52.155,3.696,0,-0.719,-0.858,27.207,17,1.193,0.089,-1.718,-34.06,55.395,186.039,0.76,0.238,42.78552165,-86.09094915,188.48
,2.18,99.51,61.7,1.418,-0.166,-1.433,12.621,-2.912,52.238,3.696,0,-0.717,-0.871,27.269,17,1.166,0.111,-1.705,-32.998,54.047,186.033,0.76,0.236,42.78552369,-86.09095051,188.47
,2.2,100.32,61.7,1.42,-0.174,-1.427,12.717,-3.234,52.263,3.697,0,-0.713,-0.879,27.331,17,1.138,0.134,-1.691,-31.937,52.7,186.026,0.76,0.234,42.78552576,-86.09095183,188.47
,2.22,101.12,61.7,1.419,-0.182,-1.42,12.764,-3.521,52.225,3.697,0,-0.705,-0.874,27.393,17,1.111,0.156,-1.677,-30.876,51.352,186.019,0.76,0.232,42.78552786,-86.09095308,188.46
,2.24,101.93,61.7,1.417,-0.191,-1.411,12.749,-3.771,52.152,3.698,0,-0.698,-0.87,27.455,17,1.084,0.179,-1.663,-29.815,50.004,186.013,0.76,0.23,42.78552995,-86.09095433,188.45
,2.26,102.75,61.697,1.414,-0.2,-1.4,12.673,-3.98,52.021,3.698,0,-0.728,-0.85,27.549,17.17,1.062,0.201,-1.652,-28.795,48.887,186.007,0.76,0.235,42.78553209,-86.09095549,188.45
,2.28,103.57,61.694,1.409,-0.208,-1.388,12.54,-4.146,51.839,3.699,0,-0.766,-0.826,27.649,17.37,1.042,0.222,-1.64,-27.782,47.81,186.001,0.76,0.241,42.78553424,-86.09095665,188.44
,2.3,104.39,61.69,1.402,-0.214,-1.375,12.363,-4.26,51.625,3.699,0,-0.78,-0.82,27.748,17.57,1.021,0.244,-1.629,-26.769,46.732,185.995,0.76,0.247,42.78553641,-86.09095776,188.43
