Elapsed_Time,Time (s),Distance [feet],Logger Temperature [∞F],AccelerometerX [g],AccelerometerY [g],AccelerometerZ [g],GyroX [deg/s],GyroY [deg/s],GyroZ [deg/s],Int Batt Voltage [V],RPM [rpm],BrakePressure_0 [bar],BrakePressure_1 [bar],GPS_Speed [mph],GPS_Nsat [#],GPS_LatAcc [g],GPS_LonAcc [g],GPS_Slope [deg],GPS_Heading [deg],GPS_Gyro [deg/s],GPS_Altitude [m],GPS_PosAccuracy [#],GPS_SpdAccuracy [#],GPS_Latitude [∞],GPS_Longitude [∞],GPS_Elevation [cm]
,15.12,700.01,63.94,-1.13,0.348,-0.664,-17.863,2.626,-60.845,3.682,0,-0.798,-0.722,19.96,18,-1.339,-0.096,-0.481,-5.419,-80.552,188.462,0.69,0.14,42.78492775,-86.0901801,190.9
,15.14,700.59,63.936,-1.146,0.353,-0.659,-18.088,2.644,-61.186,3.682,0,-0.771,-0.735,19.957,18,-1.321,-0.07,-0.509,-5.746,-79.798,188.462,0.69,0.14,42.78492934,-86.09018053,190.91
,15.16,701.18,63.933,-1.162,0.359,-0.654,-18.264,2.718,-61.585,3.682,0,-0.74,-0.75,19.97,18,-1.302,-0.042,-0.52,-5.879,-78.905,188.463,0.69,0.14,42.78493092,-86.090181,190.91
,15.18,701.77,63.929,-1.175,0.365,-0.65,-18.38,2.839,-62.076,3.682,0,-0.721,-0.754,19.982,18,-1.282,-0.014,-0.531,-6.012,-78.011,188.463,0.69,0.14,42.78493249,-86.09018151,190.91
,15.2,702.35,63.925,-1.185,0.369,-0.647,-18.405,2.983,-62.632,3.683,0,-0.722,-0.738,19.994,18,-1.263,0.013,-0.543,-6.144,-77.117,188.463,0.69,0.14,42.78493404,-86.09018212,190.91
,15.22,702.94,63.921,-1.195,0.372,-0.646,-18.364,3.128,-63.279,3.683,0,-0.722,-0.723,20.007,18,-1.243,0.041,-0.554,-6.277,-76.223,188.464,0.69,0.14,42.7849356,-86.09018273,190.91
,15.24,703.53,63.917,-1.204,0.374,-0.645,-18.261,3.253,-63.992,3.683,0,-0.75,-0.75,20.053,18,-1.224,0.054,-0.673,-8.122,-75.14,188.462,0.69,0.145,42.78493712,-86.09018345,190.9
,15.26,704.13,63.914,-1.214,0.372,-0.644,-18.096,3.359,-64.795,3.684,0,-0.781,-0.781,20.103,18,-1.205,0.067,-0.804,-10.157,-74.035,188.461,0.69,0.151,42.78493864,-86.09018421,190.9
,15.28,704.72,63.91,-1.225,0.366,-0.644,-17.91,3.455,-65.607,3.684,0,-0.793,-0.793,20.152,18,-1.186,0.079,-0.934,-12.193,-72.93,188.46,0.69,0.157,42.78494015,-86.09018499,190.9
,15.3,705.32,63.906,-1.238,0.359,-0.644,-17.708,3.554,-66.363,3.684,0,-0.778,-0.777,20.202,18,-1.166,0.092,-1.065,-14.228,-71.826,188.459,0.69,0.163,42.78494163,-86.09018589,190.9
,15.32,705.91,63.902,-1.251,0.352,-0.645,-17.505,3.668,-67.058,3.685,0,-0.763,-0.761,20.252,18,-1.147,0.104,-1.196,-16.263,-70.721,188.457,0.69,0.169,42.78494311,-86.09018678,190.9
,15.34,706.51,63.898,-1.262,0.344,-0.646,-17.33,3.799,-67.632,3.685,0,-0.775,-0.745,20.301,18,-1.134,0.116,-1.282,-17.968,-70.103,188.455,0.69,0.181,42.78494457,-86.09018777,190.9
,15.36,707.11,63.895,-1.271,0.336,-0.648,-17.186,3.944,-68.139,3.685,0,-0.79,-0.729,20.351,18,-1.121,0.128,-1.363,-19.636,-69.539,188.452,0.69,0.193,42.78494602,-86.09018879,190.9
,15.38,707.72,63.891,-1.276,0.329,-0.65,-17.06,4.101,-68.469,3.686,0,-0.787,-0.72,20.401,18,-1.108,0.14,-1.445,-21.305,-68.976,188.449,0.69,0.205,42.78494746,-86.09018985,190.89
,15.4,708.32,63.887,-1.278,0.322,-0.652,-16.934,4.275,-68.725,3.686,0,-0.755,-0.719,20.451,18,-1.095,0.151,-1.526,-22.973,-68.412,188.447,0.69,0.217,42.78494889,-86.09019101,190.89
,15.42,708.92,63.883,-1.277,0.316,-0.654,-16.809,4.465,-68.806,3.686,0,-0.723,-0.719,20.5,18,-1.082,0.163,-1.607,-24.642,-67.848,188.444,0.69,0.229,42.78495031,-86.09019216,190.89
,15.44,709.52,63.879,-1.275,0.309,-0.656,-16.67,4.674,-68.756,3.687,0,-0.706,-0.706,20.539,18,-1.046,0.2,-1.62,-24.906,-65.419,188.445,0.69,0.235,42.78495173,-86.09019341,190.89
,15.46,710.13,63.876,-1.269,0.299,-0.658,-16.488,4.91,-68.526,3.687,0,-0.691,-0.692,20.576,18,-1.008,0.239,-1.624,-25.013,-62.784,188.447,0.69,0.241,42.78495314,-86.09019469,190.89
,15.48,710.74,63.872,-1.255,0.282,-0.663,-16.103,5.273,-67.825,3.687,0,-0.688,-0.715,20.613,18,-0.97,0.278,-1.629,-25.121,-60.148,188.448,0.69,0.247,42.78495455,-86.090196,190.89
,15.5,711.35,63.868,-1.241,0.261,-0.667,-15.746,5.53,-67.076,3.688,0,-0.704,-0.793,20.651,18,-0.932,0.318,-1.633,-25.229,-57.513,188.45,0.69,0.253,42.78495596,-86.09019738,190.89
,15.52,711.95,63.864,-1.224,0.236,-0.673,-15.332,5.75,-66.13,3.688,0,-0.721,-0.871,20.688,18,-0.894,0.357,-1.638,-25.336,-54.877,188.451,0.69,0.259,42.78495738,-86.09019877,190.89
,15.54,712.59,63.866,-1.206,0.207,-0.68,-14.86,5.933,-64.936,3.688,0,-0.75,-0.85,20.927,18,-0.842,0.383,-1.741,-26.676,-51.26,188.429,0.69,0.258,42.7849588,-86.09020023,190.88
,15.56,713.24,63.869,-1.184,0.172,-0.688,-14.345,6.076,-63.464,3.688,0,-0.782,-0.818,21.188,18,-0.79,0.408,-1.854,-28.152,-47.533,188.405,0.69,0.256,42.78496023,-86.09020172,190.86
,15.58,713.88,63.872,-1.161,0.134,-0.697,-13.801,6.176,-61.738,3.689,0,-0.8,-0.793,21.448,18,-0.737,0.433,-1.967,-29.627,-43.807,188.38,0.69,0.254,42.78496166,-86.09020323,190.84
,15.6,714.53,63.875,-1.135,0.095,-0.706,-13.244,6.236,-59.777,3.689,0,-0.798,-0.779,21.709,18,-0.684,0.458,-2.081,-31.103,-40.08,188.355,0.69,0.252,42.7849631,-86.0902048,190.8
,15.62,715.17,63.878,-1.106,0.057,-0.715,-12.685,6.261,-57.61,3.689,0,-0.797,-0.764,21.97,18,-0.632,0.483,-2.194,-32.579,-36.354,188.331,0.69,0.25,42.78496454,-86.09020638,190.77
,15.64,715.85,63.88,-1.073,0.021,-0.723,-12.137,6.253,-55.254,3.69,0,-0.741,-0.804,22.198,18,-0.598,0.479,-2.142,-33.461,-34.129,188.309,0.69,0.243,42.784966,-86.09020801,190.75
,15.66,716.53,63.883,-1.036,-0.014,-0.731,-11.601,6.213,-52.766,3.69,0,-0.679,-0.851,22.422,18,-0.567,0.471,-2.071,-34.277,-32.071,188.287,0.69,0.235,42.78496746,-86.09020965,190.72
,15.68,717.21,63.886,-0.997,-0.046,-0.739,-11.072,6.142,-50.225,3.69,0,-0.661,-0.866,22.645,18,-0.536,0.463,-2,-35.093,-30.013,188.265,0.69,0.227,42.78496892,-86.09021132,190.7
,15.7,717.88,63.889,-0.955,-0.076,-0.747,-10.552,6.038,-47.649,3.69,0,-0.707,-0.835,22.869,18,-0.505,0.456,-1.929,-35.909,-27.954,188.244,0.69,0.219,42.78497039,-86.09021304,190.68
,15.72,718.56,63.892,-0.911,-0.103,-0.756,-10.04,5.901,-45.086,3.69,0,-0.753,-0.804,23.093,18,-0.474,0.448,-1.858,-36.725,-25.896,188.222,0.69,0.211,42.78497187,-86.09021475,190.66
,15.74,719.26,63.894,-0.867,-0.129,-0.764,-9.535,5.728,-42.593,3.69,0,-0.701,-0.815,23.26,18,-0.461,0.44,-1.856,-37.436,-25.014,188.219,0.69,0.205,42.78497335,-86.09021651,190.66
,15.76,719.96,63.897,-0.823,-0.152,-0.773,-9.045,5.519,-40.193,3.69,0,-0.639,-0.831,23.422,18,-0.45,0.432,-1.861,-38.135,-24.262,188.218,0.69,0.199,42.78497483,-86.09021829,190.67
,15.78,720.66,63.9,-0.781,-0.173,-0.782,-8.582,5.277,-37.916,3.69,0,-0.615,-0.847,23.584,18,-0.438,0.424,-1.867,-38.834,-23.511,188.216,0.69,0.193,42.78497631,-86.09022008,190.68
,15.8,721.37,63.903,-0.741,-0.192,-0.79,-8.15,5.008,-35.789,3.69,0,-0.647,-0.862,23.745,18,-0.427,0.417,-1.873,-39.533,-22.759,188.215,0.69,0.187,42.7849778,-86.09022192,190.67
,15.82,722.07,63.906,-0.704,-0.209,-0.798,-7.758,4.72,-33.822,3.69,0,-0.68,-0.876,23.907,18,-0.416,0.409,-1.879,-40.232,-22.007,188.214,0.69,0.181,42.78497928,-86.09022376,190.66
,15.84,722.8,63.908,-0.671,-0.225,-0.805,-7.408,4.422,-32.009,3.69,0,-0.724,-0.835,24.102,18,-0.412,0.411,-1.831,-40.84,-21.668,188.203,0.69,0.178,42.78498077,-86.09022564,190.65
,15.86,723.53,63.911,-0.629,-0.24,-0.814,-6.974,3.995,-29.663,3.69,0,-0.77,-0.788,24.301,18,-0.41,0.414,-1.777,-41.438,-21.375,188.191,0.69,0.176,42.78498226,-86.09022753,190.64
,15.88,724.26,63.914,-0.603,-0.25,-0.819,-6.705,3.7,-28.171,3.69,0,-0.78,-0.754,24.499,18,-0.407,0.417,-1.723,-42.036,-21.081,188.179,0.69,0.174,42.78498375,-86.09022945,190.62
,15.9,724.99,63.917,-0.582,-0.257,-0.822,-6.48,3.434,-26.922,3.69,0,-0.734,-0.739,24.698,18,-0.404,0.421,-1.669,-42.634,-20.788,188.167,0.69,0.172,42.78498524,-86.0902314,190.61
,15.92,725.72,63.92,-0.563,-0.262,-0.825,-6.271,3.19,-25.814,3.691,0,-0.688,-0.724,24.897,18,-0.401,0.424,-1.615,-43.232,-20.495,188.155,0.69,0.17,42.78498674,-86.09023336,190.6
,15.94,726.47,63.922,-0.547,-0.266,-0.828,-6.075,2.971,-24.833,3.691,0,-0.725,-0.764,25.062,18,-0.404,0.431,-1.612,-43.746,-20.506,188.131,0.69,0.166,42.78498823,-86.09023536,190.58
,15.96,727.23,63.925,-0.532,-0.269,-0.831,-5.882,2.779,-23.976,3.691,0,-0.771,-0.809,25.224,18,-0.407,0.439,-1.614,-44.25,-20.552,188.106,0.69,0.162,42.78498972,-86.09023738,190.56
,15.98,727.98,63.928,-0.518,-0.272,-0.834,-5.702,2.607,-23.23,3.691,0,-0.793,-0.812,25.385,18,-0.41,0.446,-1.616,-44.754,-20.598,188.081,0.69,0.158,42.78499122,-86.09023942,190.54
,16,728.74,63.931,-0.507,-0.274,-0.838,-5.533,2.453,-22.566,3.691,0,-0.776,-0.75,25.547,18,-0.413,0.454,-1.619,-45.259,-20.644,188.055,0.69,0.154,42.78499272,-86.09024152,190.5
,16.02,729.49,63.934,-0.496,-0.276,-0.843,-5.372,2.318,-21.967,3.691,0,-0.759,-0.688,25.709,18,-0.416,0.461,-1.621,-45.763,-20.69,188.03,0.69,0.15,42.78499421,-86.09024361,190.47
,16.04,730.28,63.936,-0.486,-0.278,-0.848,-5.215,2.204,-21.443,3.691,0,-0.715,-0.71,25.948,18,-0.422,0.465,-1.649,-46.195,-20.814,188.035,0.69,0.15,42.78499571,-86.09024576,190.47
,16.06,731.07,63.939,-0.477,-0.277,-0.854,-5.055,2.112,-20.984,3.691,0,-0.669,-0.742,26.197,18,-0.427,0.469,-1.68,-46.619,-20.947,188.044,0.69,0.15,42.7849972,-86.09024794,190.48
,16.08,731.86,63.942,-0.469,-0.275,-0.86,-4.881,2.042,-20.574,3.691,0,-0.648,-0.767,26.446,18,-0.433,0.472,-1.711,-47.043,-21.08,188.053,0.69,0.15,42.7849987,-86.09025013,190.49
,16.1,732.65,63.945,-0.461,-0.27,-0.867,-4.681,1.99,-20.223,3.691,0,-0.664,-0.783,26.694,18,-0.439,0.476,-1.742,-47.467,-21.213,188.062,0.69,0.15,42.78500018,-86.09025239,190.5
,16.12,733.44,63.948,-0.453,-0.265,-0.873,-4.446,1.942,-19.921,3.691,0,-0.68,-0.798,26.943,18,-0.444,0.48,-1.773,-47.891,-21.346,188.071,0.69,0.15,42.78500167,-86.09025464,190.51
,16.14,734.26,63.95,-0.445,-0.259,-0.881,-4.169,1.879,-19.667,3.691,0,-0.709,-0.8,27.135,18,-0.446,0.485,-1.627,-48.267,-21.293,188.076,0.69,0.148,42.78500316,-86.09025697,190.53
,16.16,735.08,63.953,-0.439,-0.256,-0.888,-3.861,1.792,-19.458,3.691,0,-0.74,-0.8,27.322,18,-0.448,0.491,-1.462,-48.639,-21.22,188.08,0.69,0.146,42.78500464,-86.09025931,190.56
,16.18,735.89,63.956,-0.434,-0.258,-0.897,-3.54,1.678,-19.283,3.691,0,-0.746,-0.8,27.508,18,-0.45,0.497,-1.297,-49.01,-21.146,188.084,0.69,0.144,42.78500612,-86.09026168,190.57
,16.2,736.71,63.959,-0.431,-0.265,-0.905,-3.228,1.541,-19.14,3.691,0,-0.716,-0.8,27.695,18,-0.452,0.503,-1.132,-49.381,-21.073,188.088,0.69,0.142,42.7850076,-86.09026412,190.55
,16.22,737.53,63.962,-0.43,-0.28,-0.912,-2.953,1.387,-18.999,3.691,0,-0.685,-0.801,27.881,18,-0.454,0.509,-0.967,-49.752,-21,188.092,0.69,0.14,42.78500908,-86.09026656,190.54
,16.24,738.38,63.965,-0.43,-0.306,-0.918,-2.74,1.224,-18.873,3.691,0,-0.71,-0.814,28.123,18,-0.45,0.517,-0.878,-50.085,-20.65,188.093,0.69,0.14,42.78501055,-86.09026907,190.53
,16.26,739.24,63.967,-0.434,-0.344,-0.925,-2.589,0.988,-18.678,3.691,0,-0.741,-0.829,28.372,18,-0.445,0.526,-0.796,-50.412,-20.27,188.093,0.69,0.14,42.78501203,-86.0902716,190.52
,16.28,740.09,63.97,-0.438,-0.383,-0.928,-2.581,0.827,-18.546,3.691,0,-0.76,-0.819,28.62,18,-0.44,0.535,-0.715,-50.74,-19.889,188.093,0.69,0.14,42.78501351,-86.09027415,190.52
,16.3,740.95,63.973,-0.441,-0.418,-0.928,-2.66,0.683,-18.426,3.691,0,-0.76,-0.773,28.869,18,-0.436,0.544,-0.634,-51.068,-19.509,188.094,0.69,0.14,42.78501499,-86.09027677,190.53
,16.32,741.8,63.976,-0.444,-0.451,-0.927,-2.801,0.549,-18.323,3.691,0,-0.76,-0.727,29.117,18,-0.431,0.553,-0.552,-51.396,-19.128,188.094,0.69,0.14,42.78501648,-86.09027939,190.54
,16.34,742.69,63.979,-0.447,-0.482,-0.924,-2.983,0.422,-18.25,3.691,0,-0.76,-0.751,29.355,18,-0.424,0.559,-0.673,-51.68,-18.645,188.093,0.69,0.136,42.78501796,-86.09028207,190.55
,16.36,743.58,63.981,-0.449,-0.511,-0.919,-3.179,0.298,-18.208,3.691,0,-0.76,-0.783,29.591,18,-0.416,0.564,-0.816,-51.96,-18.15,188.092,0.69,0.132,42.78501945,-86.09028478,190.58
,16.38,744.47,63.984,-0.452,-0.536,-0.914,-3.367,0.177,-18.19,3.691,0,-0.754,-0.821,29.827,18,-0.409,0.569,-0.959,-52.239,-17.655,188.091,0.69,0.128,42.78502095,-86.09028752,190.59
,16.4,745.36,63.987,-0.455,-0.559,-0.908,-3.533,0.059,-18.195,3.691,0,-0.738,-0.867,30.063,18,-0.401,0.575,-1.103,-52.519,-17.159,188.09,0.69,0.124,42.78502248,-86.09029036,190.56
,16.42,746.25,63.99,-0.459,-0.58,-0.903,-3.666,-0.05,-18.217,3.691,0,-0.722,-0.913,30.299,18,-0.393,0.58,-1.246,-52.798,-16.664,188.089,0.69,0.12,42.78502401,-86.0902932,190.53
,16.44,747.17,63.993,-0.464,-0.598,-0.897,-3.766,-0.146,-18.233,3.692,0,-0.721,-0.875,30.569,18,-0.385,0.579,-1.34,-53.039,-16.174,188.09,0.69,0.12,42.78502552,-86.09029606,190.53
,16.46,748.1,63.995,-0.469,-0.615,-0.893,-3.839,-0.222,-18.221,3.692,0,-0.721,-0.828,30.842,18,-0.376,0.578,-1.428,-53.275,-15.683,188.09,0.69,0.12,42.78502703,-86.09029892,190.53
,16.48,749.03,63.998,-0.474,-0.628,-0.89,-3.893,-0.274,-18.177,3.692,0,-0.727,-0.8,31.116,18,-0.367,0.577,-1.516,-53.511,-15.193,188.091,0.69,0.12,42.78502853,-86.0903018,190.54
,16.5,749.96,64.001,-0.478,-0.639,-0.887,-3.934,-0.303,-18.088,3.692,0,-0.743,-0.8,31.389,18,-0.358,0.576,-1.604,-53.747,-14.702,188.091,0.69,0.12,42.78503003,-86.09030474,190.53
,16.52,750.89,64.004,-0.481,-0.647,-0.885,-3.97,-0.314,-17.946,3.692,0,-0.759,-0.799,31.663,18,-0.349,0.574,-1.693,-53.983,-14.212,188.092,0.69,0.12,42.78503154,-86.09030767,190.53
,16.54,751.85,64.005,-0.483,-0.651,-0.883,-4.006,-0.309,-17.755,3.692,0,-0.76,-0.785,31.914,18,-0.336,0.575,-1.61,-54.182,-13.556,188.076,0.69,0.124,42.78503304,-86.09031067,190.52
,16.56,752.82,64.005,-0.485,-0.652,-0.882,-4.044,-0.284,-17.524,3.692,0,-0.76,-0.77,32.162,18,-0.321,0.575,-1.508,-54.377,-12.882,188.06,0.69,0.128,42.78503455,-86.09031368,190.5
,16.58,753.78,64.006,-0.485,-0.652,-0.88,-4.077,-0.238,-17.261,3.692,0,-0.76,-0.768,32.411,18,-0.307,0.576,-1.406,-54.572,-12.209,188.043,0.69,0.132,42.78503605,-86.09031671,190.48
,16.6,754.75,64.006,-0.485,-0.649,-0.879,-4.098,-0.177,-16.968,3.692,0,-0.759,-0.784,32.659,18,-0.292,0.577,-1.304,-54.766,-11.535,188.026,0.69,0.136,42.78503756,-86.09031979,190.46
,16.62,755.72,64.007,-0.484,-0.644,-0.879,-4.098,-0.108,-16.658,3.692,0,-0.759,-0.8,32.908,18,-0.278,0.577,-1.202,-54.961,-10.861,188.009,0.69,0.14,42.78503907,-86.09032287,190.45
,16.64,756.71,64.008,-0.481,-0.638,-0.88,-4.049,-0.01,-16.19,3.692,0,-0.73,-0.83,33.145,18,-0.256,0.584,-1.246,-55.121,-9.907,188.027,0.692,0.14,42.78504058,-86.09032602,190.45
,16.66,757.71,64.008,-0.479,-0.632,-0.881,-3.968,0.061,-15.84,3.692,0,-0.698,-0.86,33.381,18,-0.232,0.592,-1.307,-55.277,-8.921,188.048,0.694,0.14,42.78504209,-86.09032917,190.46
,16.68,758.71,64.009,-0.476,-0.627,-0.883,-3.856,0.139,-15.488,3.691,0,-0.673,-0.866,33.617,18,-0.209,0.6,-1.368,-55.433,-7.936,188.07,0.696,0.14,42.78504361,-86.09033235,190.48
,16.7,759.72,64.009,-0.471,-0.623,-0.885,-3.719,0.23,-15.109,3.691,0,-0.658,-0.835,33.854,18,-0.186,0.607,-1.428,-55.588,-6.95,188.091,0.698,0.14,42.78504515,-86.09033558,190.51
,16.72,760.72,64.01,-0.465,-0.62,-0.889,-3.568,0.332,-14.692,3.691,0,-0.644,-0.803,34.09,18,-0.162,0.615,-1.489,-55.744,-5.965,188.113,0.7,0.14,42.78504668,-86.09033881,190.55
,16.74,761.76,64.011,-0.455,-0.617,-0.894,-3.416,0.443,-14.22,3.691,0,-0.684,-0.8,34.382,18,-0.138,0.613,-1.509,-55.871,-5.025,188.102,0.7,0.142,42.78504823,-86.0903421,190.57
,16.76,762.8,64.011,-0.444,-0.613,-0.898,-3.272,0.565,-13.681,3.69,0,-0.73,-0.799,34.68,18,-0.114,0.61,-1.524,-55.995,-4.09,188.087,0.7,0.144,42.78504979,-86.09034541,190.58
,16.78,763.84,64.012,-0.43,-0.607,-0.902,-3.14,0.703,-13.071,3.69,0,-0.733,-0.793,34.978,18,-0.09,0.606,-1.538,-56.119,-3.155,188.072,0.7,0.146,42.78505136,-86.09034873,190.58
,16.8,764.89,64.012,-0.413,-0.599,-0.906,-3.022,0.858,-12.396,3.689,0,-0.671,-0.777,35.276,18,-0.066,0.603,-1.553,-56.243,-2.22,188.057,0.7,0.148,42.78505296,-86.0903521,190.53
,16.82,765.93,64.013,-0.394,-0.589,-0.91,-2.908,1.025,-11.662,3.689,0,-0.609,-0.761,35.575,18,-0.042,0.6,-1.568,-56.366,-1.284,188.042,0.7,0.15,42.78505455,-86.09035548,190.49
,16.84,767.01,64.014,-0.372,-0.577,-0.914,-2.789,1.201,-10.877,3.688,0,-0.646,-0.745,35.806,18,-0.03,0.561,-1.572,-56.457,-0.857,188.003,0.7,0.154,42.78505616,-86.09035889,190.44
,16.86,768.08,64.014,-0.348,-0.562,-0.918,-2.653,1.384,-10.053,3.688,0,-0.693,-0.729,36.03,18,-0.018,0.519,-1.574,-56.544,-0.486,187.961,0.7,0.158,42.78505778,-86.09036232,190.4
,16.88,769.16,64.015,-0.323,-0.546,-0.921,-2.491,1.575,-9.217,3.687,0,-0.727,-0.72,36.253,18,-0.007,0.476,-1.576,-56.631,-0.114,187.919,0.7,0.162,42.78505941,-86.09036576,190.36
,16.9,770.24,64.015,-0.297,-0.531,-0.927,-2.296,1.771,-8.388,3.687,0,-0.743,-0.721,36.477,18,0.004,0.434,-1.579,-56.718,0.257,187.876,0.7,0.166,42.78506105,-86.09036922,190.32
,16.92,771.32,64.016,-0.27,-0.517,-0.934,-2.07,1.961,-7.572,3.686,0,-0.759,-0.723,36.701,18,0.015,0.391,-1.581,-56.805,0.628,187.834,0.7,0.17,42.78506269,-86.09037268,190.28
,16.94,772.41,64.017,-0.244,-0.506,-0.942,-1.817,2.137,-6.783,3.686,0,-0.735,-0.75,36.835,18,0.013,0.311,-1.551,-56.849,0.558,187.798,0.7,0.17,42.78506433,-86.09037614,190.23
,16.96,773.51,64.017,-0.219,-0.497,-0.952,-1.546,2.298,-6.033,3.685,0,-0.707,-0.781,36.959,18,0.011,0.226,-1.518,-56.888,0.439,187.762,0.7,0.17,42.78506597,-86.09037961,190.18
,16.98,774.6,64.018,-0.197,-0.49,-0.963,-1.273,2.446,-5.325,3.685,0,-0.064,-0.456,37.083,18,0.008,0.141,-1.485,-56.927,0.32,187.727,0.7,0.17,42.7850676,-86.09038306,190.14
,17,775.7,64.019,-0.176,-0.484,-0.974,-1.02,2.577,-4.654,3.684,0,1.502,0.401,37.208,18,0.005,0.056,-1.452,-56.966,0.201,187.691,0.7,0.17,42.78506923,-86.0903865,190.12
,17.02,776.79,64.019,-0.156,-0.477,-0.987,-0.804,2.678,-4.024,3.684,0,3.068,1.258,37.332,18,0.002,-0.028,-1.418,-57.005,0.081,187.655,0.7,0.17,42.78507085,-86.09038994,190.1
,17.04,777.87,64.02,-0.131,-0.469,-1.005,-0.607,2.744,-3.172,3.684,0,10.87,3.962,37.244,18,-0.004,-0.11,-1.498,-56.982,-0.12,187.667,0.7,0.17,42.78507245,-86.09039333,190.1
,17.06,778.95,64.02,-0.115,-0.459,-1.016,-0.542,2.743,-2.593,3.683,0,19.365,6.87,37.132,18,-0.01,-0.192,-1.589,-56.952,-0.331,187.685,0.7,0.17,42.78507405,-86.09039672,190.11
,17.08,780.03,64.021,-0.1,-0.445,-1.025,-0.554,2.701,-2.079,3.683,0,27.254,10.024,37.02,18,-0.016,-0.273,-1.681,-56.922,-0.542,187.702,0.7,0.17,42.78507563,-86.09040008,190.13
,17.1,781.11,64.022,-0.086,-0.427,-1.031,-0.627,2.624,-1.602,3.682,0,34.232,13.546,36.908,18,-0.022,-0.355,-1.773,-56.893,-0.753,187.72,0.7,0.17,42.78507718,-86.09040339,190.15
,17.12,782.19,64.022,-0.072,-0.402,-1.034,-0.751,2.515,-1.168,3.682,0,41.211,17.067,36.796,18,-0.028,-0.436,-1.864,-56.863,-0.964,187.737,0.7,0.17,42.78507873,-86.0904067,190.18
,17.14,783.23,64.023,-0.06,-0.373,-1.036,-0.914,2.375,-0.782,3.681,0,44.162,18.482,36.528,18,-0.03,-0.468,-1.856,-56.751,-1.051,187.724,0.702,0.17,42.78508025,-86.09040995,190.17
,17.16,784.27,64.023,-0.048,-0.338,-1.034,-1.106,2.207,-0.445,3.681,0,46.666,19.663,36.242,18,-0.031,-0.494,-1.836,-56.629,-1.124,187.708,0.704,0.17,42.78508176,-86.09041318,190.16
,17.18,785.3,64.024,-0.038,-0.298,-1.032,-1.321,2.02,-0.161,3.68,0,47.959,20.192,35.956,18,-0.032,-0.52,-1.817,-56.508,-1.197,187.693,0.706,0.17,42.78508326,-86.0904164,190.15
,17.2,786.34,64.025,-0.03,-0.252,-1.027,-1.553,1.821,0.068,3.68,0,47.434,19.741,35.67,18,-0.034,-0.547,-1.797,-56.386,-1.271,187.677,0.708,0.17,42.78508473,-86.09041956,190.13
,17.22,787.38,64.025,-0.023,-0.202,-1.022,-1.796,1.616,0.247,3.679,0,46.91,19.291,35.385,18,-0.035,-0.573,-1.778,-56.265,-1.344,187.661,0.71,0.17,42.7850862,-86.09042273,190.1
,17.24,788.38,64.026,-0.018,-0.147,-1.018,-2.044,1.41,0.38,3.679,0,39.825,15.834,35.132,18,-0.024,-0.548,-1.757,-56.053,-1.001,187.656,0.71,0.17,42.78508765,-86.09042585,190.09
,17.26,789.38,64.026,-0.014,-0.089,-1.012,-2.293,1.208,0.472,3.678,0,32.011,12.042,34.884,18,-0.012,-0.517,-1.737,-55.83,-0.611,187.652,0.71,0.17,42.78508909,-86.09042896,190.09
,17.28,790.38,64.027,-0.011,-0.03,-1.006,-2.539,1.017,0.532,3.678,0,24.566,8.611,34.635,18,0,-0.486,-1.716,-55.608,-0.221,187.649,0.71,0.17,42.78509053,-86.09043206,190.08
,17.3,791.38,64.028,-0.009,0.032,-1.001,-2.776,0.846,0.565,3.677,0,17.674,5.721,34.387,18,0.012,-0.455,-1.696,-55.386,0.168,187.645,0.71,0.17,42.78509196,-86.09043513,190.08
,17.32,792.39,64.028,-0.007,0.097,-0.996,-2.991,0.698,0.581,3.677,0,10.782,2.832,34.138,18,0.024,-0.424,-1.675,-55.163,0.558,187.642,0.71,0.17,42.78509339,-86.0904382,190.08
,17.34,793.37,64.029,-0.005,0.163,-0.991,-3.162,0.572,0.582,3.676,0,7.583,1.538,33.99,18,0.06,-0.388,-1.538,-54.856,1.917,187.648,0.71,0.17,42.78509483,-86.09044125,190.09
,17.36,794.35,64.029,-0.004,0.227,-0.986,-3.265,0.469,0.575,3.676,0,4.794,0.422,33.854,18,0.1,-0.351,-1.388,-54.54,3.384,187.655,0.71,0.17,42.78509626,-86.0904443,190.1
,17.38,795.33,64.03,-0.002,0.289,-0.981,-3.271,0.396,0.562,3.676,0,2.845,-0.295,33.717,18,0.139,-0.314,-1.237,-54.224,4.85,187.663,0.71,0.17,42.7850977,-86.09044733,190.11
,17.4,796.31,64.031,-0.001,0.354,-0.976,-3.157,0.364,0.545,3.675,0,2.154,-0.416,33.58,18,0.179,-0.277,-1.087,-53.908,6.317,187.67,0.71,0.17,42.78509916,-86.09045035,190.11
,17.42,797.29,64.031,0.003,0.419,-0.971,-2.76,0.394,0.522,3.675,0,1.463,-0.537,33.443,18,0.218,-0.24,-0.937,-53.591,7.784,187.678,0.71,0.17,42.78510062,-86.09045336,190.12
,17.44,798.26,64.032,0.008,0.47,-0.971,-2.304,0.458,0.516,3.674,0,2.019,-0.366,33.363,18,0.287,-0.231,-0.809,-53.188,10.406,187.676,0.71,0.17,42.78510211,-86.09045634,190.13
